K,t_s,I1,Q1,I2,Q2
100,0.04677,-63.0318878,35.9211646,71.0824283,20.7020604
100,0.04678,-71.1376415,14.3456104,60.7245889,42.3635431
100,0.04679,-72.0819602,-8.69529145,43.9792814,59.558196
100,0.0468,-65.7164633,-30.8250905,22.6420337,70.482277
100,0.04681,-52.7604071,-49.8753028,-1.07810014,74.0591282
100,0.04682,-34.4812832,-63.8942323,-24.7079287,69.814092
100,0.04683,-12.7206042,-71.5051148,-45.7459256,58.2179466
100,0.04684,10.3339706,-71.8856304,-61.9539405,40.5033506
100,0.04685,32.3628109,-65.0192032,-71.6690218,18.5384531
100,0.04686,51.1153997,-51.5774058,-73.8424666,-5.34469873
100,0.04687,64.6908099,-32.9391383,-68.263605,-28.7032224
100,0.04688,71.7898105,-11.0326397,-55.5093243,-49.0202844
100,0.04689,71.628384,12.0419884,-36.9056024,-64.2171377
100,0.0469,64.2032218,33.8944848,-14.4607898,-72.6348789
100,0.04691,50.320108,52.2873484,9.52005553,-73.4432872
100,0.04692,31.3846034,65.4353744,32.5448433,-66.5475699
100,0.04693,9.28255923,72.0198457,52.1476146,-52.6154945
100,0.04694,-13.7177793,71.3325473,66.2482518,-33.1793585
100,0.04695,-35.3730955,63.4650713,73.4104449,-10.2584107
100,0.04696,-53.4740557,49.1855914,72.8351053,13.7590629
100,0.04697,-66.1860511,29.9666003,64.6142946,36.3374003
100,0.04698,-72.2251485,7.69684691,49.5880488,55.0963459
100,0.04699,-70.9823406,-15.309043,29.3711896,68.0772423
100,0.047,-62.6318233,-36.7690004,6.03775353,73.9171573
100,0.04701,-47.9349283,-54.5182174,-17.9435854,71.9627491
100,0.04702,-28.4546104,-66.8020256,-40.0440973,62.4327278
100,0.04703,-6.11993701,-72.3691439,-57.9063025,46.3712384
100,0.04704,16.8716599,-70.6520781,-69.7044777,25.3869884
100,0.04705,38.1117422,-61.7914161,-74.1827195,1.73054888
100,0.04706,55.5556989,-46.7554712,-70.8372068,-22.1212228
100,0.04707,67.4166539,-27.0224892,-60.0267637,-43.5892177
100,0.04708,72.5012945,-4.52314998,-42.9428899,-60.5102582
100,0.04709,70.2739953,18.4127895,-21.3395666,-71.0670657
100,0.0471,60.9603464,39.5171344,2.49679566,-74.1374508
100,0.04711,45.5206639,56.6417319,26.1060041,-69.436469
100,0.04712,25.5044901,68.0535019,46.9484884,-57.4561819
100,0.04713,2.88754899,72.645655,62.8917359,-39.4047197
100,0.04714,-20.0019018,69.8883312,72.1852133,-17.1941525
100,0.04715,-40.8739479,60.1123323,73.9177941,6.80398535
100,0.04716,-57.642057,44.3033017,67.8321002,30.1063932
100,0.04717,-68.6341649,24.0436873,54.6105438,50.2627664
100,0.04718,-72.7165897,1.32769275,35.6225038,65.1063434
100,0.04719,-69.4645797,-21.5071131,12.9000523,73.0818607
100,0.0472,-59.2083379,-42.1802402,-11.1514163,73.3605382
100,0.04721,-43.0202286,-58.6119611,-34.0448675,65.9278138
100,0.04722,-22.4893712,-69.177811,-53.3819595,51.5893408
100,0.04723,0.346485106,-72.736348,-67.1001498,31.7713732
100,0.04724,23.1174245,-68.9529899,-73.7512376,8.63521527
100,0.04725,43.5615836,-58.2219875,-72.6297738,-15.4095295
100,0.04726,59.6225682,-41.6516417,-63.8989635,-37.8416581
100,0.04727,69.6681076,-20.9077024,-48.4167299,-56.3014325
100,0.04728,72.7254748,1.95950203,-27.8642505,-68.8317688
100,0.04729,68.4577091,24.6068873,-4.35528876,-74.1414469
100,0.0473,57.2929353,44.7821783,19.6142732,-71.6179879
100,0.04731,40.3341366,60.4725421,41.4868998,-61.5807461
100,0.04732,19.3909279,70.098379,59.0041638,-45.077114
100,0.04733,-3.55576489,72.6419526,70.3492796,-23.8214616
100,0.04734,-26.1363456,67.8911632,74.2938705,-0.0324825108
100,0.04735,-46.0938384,56.2877391,70.4213135,23.7572155
100,0.04736,-61.4225867,39.0328372,59.0872035,45.0612456
100,0.04737,-70.5752151,17.8629551,41.582178,61.6139614
100,0.04738,-72.6110849,-5.12365287,19.6478964,71.7041611
100,0.04739,-67.3561335,-27.6259694,-4.31652883,74.1987546
100,0.0474,-55.343015,-47.3192905,-27.8661504,68.9545846
100,0.04741,-37.7388436,-62.2920346,-48.4830944,56.4083465
100,0.04742,-16.3080481,-70.9790802,-64.0028023,37.9436665
100,0.04743,6.72161998,-72.5354735,-72.7815992,15.4477539
100,0.04744,29.0599791,-66.7967071,-73.9046341,-8.6799616
100,0.04745,48.5234749,-54.3246175,-67.2537936,-31.8910844
100,0.04746,63.1068384,-36.3969702,-53.5175818,-51.7658374
100,0.04747,71.3301063,-14.7784817,-34.1241295,-66.1596279
100,0.04748,72.3275317,8.31569895,-11.1372565,-73.6080534
100,0.04749,66.0690933,30.5397425,13.0142534,-73.2852638
100,0.0475,53.2099644,49.6700731,35.7979101,-65.2491928
100,0.04751,34.9798957,63.871876,54.8010817,-50.3927301
100,0.04752,13.2086477,71.6115496,68.0246586,-30.1741781
100,0.04753,-9.83859364,72.1590575,74.1165683,-6.7548277
100,0.04754,-31.9446595,65.461974,72.3893862,17.3659778
100,0.04755,-50.827326,52.128226,63.0026635,39.6283862
100,0.04756,-64.5832083,33.5730961,47.0156602,57.7049141
100,0.04757,-71.8440867,11.6728794,26.0845788,69.7445296
100,0.04758,-71.9135471,-11.4232071,2.40115745,74.4216075
100,0.04759,-64.7136276,-33.384057,-21.5285511,71.2794187
100,0.0476,-51.0091708,-52.007062,-43.2332827,60.6445959
100,0.04761,-32.1537577,-65.363169,-60.3978594,43.6193995
100,0.04762,-10.0553258,-72.1319477,-71.1816664,21.9807911
100,0.04763,13.0327078,-71.664591,-74.4679196,-1.98772812
100,0.04764,34.819025,-63.9990237,-69.8981046,-25.7156768
100,0.04765,53.1008399,-49.8811937,-57.9500917,-46.7460715
100,0.04766,66.0865233,-30.7378394,-39.9270441,-62.8567348
100,0.04767,72.4211843,-8.53439059,-17.7065648,-72.3594827
100,0.04768,71.4591518,14.574726,6.36322891,-74.2307537
100,0.04769,63.2971691,36.1888013,29.8070045,-68.2977495
100,0.0477,48.7743053,54.1841464,50.1159009,-55.1789251
100,0.04771,29.3760161,66.74889,65.1515133,-36.2622778
100,0.04772,6.97422264,72.6162341,73.3111154,-13.4864354
100,0.04773,-16.1082951,71.1548642,73.7525574,10.7099615
100,0.04774,-37.5625101,62.5136596,66.431094,33.7309501
100,0.04775,-55.2898355,47.5839372,52.1335194,53.2801856
100,0.04776,-67.4232024,27.846988,32.3563344,67.1835669
100,0.04777,-72.7690202,5.36221925,9.16862189,74.0136819
100,0.04778,-70.7901508,-17.6790147,-15.0289017,73.0350133
100,0.04779,-61.7368485,-38.9532392,-37.625832,64.3825931
100,0.0478,-46.4147361,-56.3263592,-56.2475483,48.9604698
100,0.04781,-26.4568833,-68.0201304,-68.9490757,28.3822407
100,0.04782,-3.85385779,-72.9123401,-74.4047839,4.80445958
100,0.04783,19.1874838,-70.4537451,-72.0315153,-19.2767383
100,0.04784,40.3030398,-60.8957099,-62.0531102,-41.3369273
100,0.04785,57.3392228,-45.2122223,-45.5432256,-59.0324107
100,0.04786,68.6031903,-24.9786398,-24.2780209,-70.5244816
100,0.04787,72.9859749,-2.2223755,-0.413982241,-74.5679383
100,0.04788,70.0155008,20.7581638,23.4626427,-70.7869532
100,0.04789,59.9588845,41.6400332,44.902032,-59.5625355
100,0.0479,43.9129267,58.3013548,61.6357681,-42.0411803
100,0.04791,23.4729633,69.1341388,71.8634786,-20.0980509
100,0.04792,0.64676506,73.0292124,74.5191535,3.94507121
100,0.04793,-22.2764202,69.5561584,69.3529369,27.6195363
100,0.04794,-42.9758701,59.1059892,56.8433087,48.3613353
100,0.04795,-59.318527,42.725818,38.3565437,64.0303459
100,0.04796,-69.6752599,21.9732925,15.8309579,72.9290633
100,0.04797,-73.0479338,-0.937397054,-8.35792309,74.1993764
100,0.04798,-69.104334,-23.767416,-31.6661408,67.5968209
100,0.04799,-58.1778215,-44.23897,-51.649826,53.868141
100,0.048,-41.416033,-60.2687847,-66.1758346,34.5142779
100,0.04801,-20.4532511,-70.2201669,-73.7400988,11.5097422
100,0.04802,2.55616405,-73.1075675,-73.5328184,-12.6987464
100,0.04803,25.3600591,-68.5964837,-65.6221163,-35.5840471
100,0.04804,45.5745491,-57.2084636,-50.7847242,-54.6887808
100,0.04805,61.1819809,-40.0600601,-30.6401132,-68.073203
100,0.04806,70.6746006,-18.8329711,-7.21938973,-74.2886878
100,0.04807,72.9971904,4.28737612,16.9454007,-72.6935284
100,0.04808,67.9803003,26.950916,39.3452241,-63.4508826
100,0.04809,56.1232135,46.8647703,57.5440316,-47.5470201
100,0.0481,38.6320873,62.0786811,69.7380029,-26.6565196
100,0.04811,17.2468831,71.062279,74.608688,-2.92677055
100,0.04812,-5.85592175,72.910844,71.6432431,21.136528
100,0.04813,-28.3825095,67.3987715,61.1072751,42.9508255
100,0.04814,-48.0370569,55.1607121,44.1455188,60.2227168
100,0.04815,-62.910293,37.3422564,22.5032161,71.1793951
100,0.04816,-71.4531653,15.7776027,-1.47294757,74.6457441
100,0.04817,-72.7763996,-7.39729153,-25.3190012,70.2805572
100,0.04818,-66.7848398,-29.8081736,-46.493539,58.4556033
100,0.04819,-54.086462,-49.2549079,-62.7411914,40.4896235
100,0.0482,-35.9411415,-63.7000086,-72.3970809,18.2983793
100,0.04821,-14.1994654,-71.7593257,-74.4632751,-5.85541078
100,0.04822,8.97496877,-72.6018327,-68.7177039,-29.3920524
100,0.04823,31.254139,-66.1373619,-55.6685142,-49.8569155
100,0.04824,50.3899817,-53.0217149,-36.8231238,-65.0713634
100,0.04825,64.4738014,-34.5801726,-14.0585487,-73.4155682
100,0.04826,72.0601311,-12.6556286,10.1919642,-74.0681232
100,0.04827,72.4181777,10.5619522,33.3696022,-66.9160716
100,0.04828,65.431226,32.7246304,53.0474016,-52.7014332
100,0.04829,51.891254,51.5785156,67.1387467,-32.9436623
100,0.0483,33.1314054,65.2213068,74.1786809,-9.71280886
100,0.04831,11.0209194,72.3103531,73.3921729,14.5121151
100,0.04832,-12.1858488,72.1439154,64.8629349,37.2027277
100,0.04833,-34.1737066,64.6913196,49.5331008,55.9888201
100,0.04834,-52.741467,50.7467731,29.0045643,68.9100041
100,0.04835,-65.9982525,31.681193,5.42825611,74.5953782
100,0.04836,-72.608751,9.42114753,-18.7137232,72.4014623
100,0.04837,-71.9054503,-13.8071483,-40.8926939,62.6018228
100,0.04838,-63.9803087,-35.6551536,-58.7544118,46.2066127
100,0.04839,-49.5952463,-53.8866946,-70.4697005,24.9481382
100,0.0484,-30.2004968,-66.7031676,-74.7690568,1.07455455
100,0.04841,-7.79406362,-72.8494101,-71.1705563,-22.9302305
100,0.04842,15.4153963,-71.6467887,-60.0744589,-44.5172931
100,0.04843,37.0896302,-63.2101906,-42.6904368,-61.4403061
100,0.04844,55.0109299,-48.4093361,-20.7758025,-71.8744565
100,0.04845,67.3804607,-28.7484129,3.32635282,-74.7658626
100,0.04846,72.9940679,-6.20656231,27.0897353,-69.7558775
100,0.04847,71.2525314,16.9628237,48.0032518,-57.4384878
