K,t_s,I1,Q1,I2,Q2
300,0.02339,62.5664543,-38.5423028,66.6735082,31.0934371
300,0.0234,71.539404,-16.7458564,53.3963488,50.6234439
300,0.02341,73.1534691,6.74817463,34.63927,64.9062479
300,0.02342,67.278467,29.5482279,12.3015129,72.5701227
300,0.02343,54.4649172,49.34891,-11.330783,72.7332393
300,0.02344,36.0351665,64.0611344,-33.785971,65.3804366
300,0.02345,13.8978068,72.1641434,-52.7444329,51.3135005
300,0.02346,-9.68105807,72.8560814,-66.2659536,31.9444284
300,0.02347,-32.2443431,66.0452852,-72.9711155,9.35965101
300,0.02348,-51.460612,52.4493988,-72.182,-14.2115886
300,0.02349,-65.4518642,33.4459069,-63.9697758,-36.3762491
300,0.0235,-72.700329,10.9648497,-49.1838603,-54.788135
300,0.02351,-72.4478037,-12.5953105,-29.3099816,-67.5468115
300,0.02352,-64.7118718,-34.8817521,-6.42362005,-73.3442078
300,0.02353,-50.3198104,-53.580988,17.1451337,-71.5770049
300,0.02354,-30.7775836,-66.7692385,38.9268731,-62.4674928
300,0.02355,-8.05823483,-73.0740755,56.6945493,-46.9076423
300,0.02356,15.5056001,-71.8601898,68.63421,-26.5378517
300,0.02357,37.4776661,-63.2620134,73.5038548,-3.44097918
300,0.02358,55.6037198,-48.1603143,70.8043657,20.0083097
300,0.02359,68.0066101,-28.0661663,60.8527648,41.4131104
300,0.0236,73.3893087,-5.1021218,44.585547,58.5505182
300,0.02361,71.2145152,18.4030657,23.788704,69.6730199
300,0.02362,61.749267,40.0442417,0.532803082,73.6034485
300,0.02363,45.8453263,57.540089,-22.7882163,69.9650967
300,0.02364,25.289089,69.0997178,-43.7457057,59.1550289
300,0.02365,2.12323821,73.5347254,-60.2312591,42.2430674
300,0.02366,-21.276257,70.4212988,-70.5303315,20.9722353
300,0.02367,-42.4752909,60.0762358,-73.5473312,-2.46895843
300,0.02368,-59.2881737,43.5172117,-68.9610168,-25.6281182
300,0.02369,-70.0100955,22.4858465,-57.297085,-46.1810731
300,0.0237,-73.532285,-0.833991045,-39.7201799,-61.9537292
300,0.02371,-69.5217258,-24.0934553,-18.0435865,-71.3428863
300,0.02372,-58.3262681,-44.8681911,5.47137003,-73.3980527
300,0.02373,-41.1244895,-61.015284,28.4274387,-67.8600611
300,0.02374,-19.6836791,-70.9059334,48.4846122,-55.3772486
300,0.02375,3.78969102,-73.4917885,63.5312892,-37.146618
300,0.02376,26.8390869,-68.5354118,72.0324768,-15.0905145
300,0.02377,47.1941477,-56.4967293,73.1109469,8.48994562
300,0.02378,62.6425971,-38.6206737,66.6652524,31.1912478
300,0.02379,71.6408162,-16.7841534,53.3787776,50.7015568
300,0.0238,73.2800306,6.75412872,34.5855106,64.9846105
300,0.02381,67.3628122,29.60175,12.2506686,72.5830234
300,0.02382,54.5368633,49.4246314,-11.3624237,72.6996586
300,0.02383,36.0609672,64.1341766,-33.8150841,65.3770692
300,0.02384,13.8774243,72.24164,-52.7681272,51.2615791
300,0.02385,-9.70379783,72.9136055,-66.3123443,31.918575
300,0.02386,-32.2858551,66.0909128,-73.0146796,9.26187014
300,0.02387,-51.5108164,52.4423758,-72.1871894,-14.3147436
300,0.02388,-65.4725763,33.4308363,-63.9393485,-36.4738538
300,0.02389,-72.698393,10.9925169,-49.0790861,-54.8269597
300,0.0239,-72.4278205,-12.5750122,-29.1829127,-67.5238423
300,0.02391,-64.7033318,-34.8483026,-6.28348837,-73.2696943
300,0.02392,-50.3735442,-53.5591892,17.2490846,-71.4961679
300,0.02393,-30.8143761,-66.7283661,39.0048527,-62.347208
300,0.02394,-8.07943384,-73.0917189,56.790596,-46.7774026
300,0.02395,15.5106124,-71.9097941,68.6548649,-26.3759442
300,0.02396,37.4884814,-63.2944351,73.4946527,-3.28113836
300,0.02397,55.6111824,-48.1850998,70.7673445,20.1602724
300,0.02398,68.0152385,-28.0913744,60.76254,41.5063732
300,0.02399,73.3873183,-5.10295474,44.5077738,58.6212421
300,0.024,71.2374866,18.3831684,23.623562,69.7021417
300,0.02401,61.7575132,40.0038573,0.331077238,73.5944004
300,0.02402,45.8953683,57.4638992,-23.0089225,69.8976138
300,0.02403,25.3591675,69.0272598,-43.9784603,58.9983254
300,0.02404,2.17086442,73.5278848,-60.4048122,42.0283136
300,0.02405,-21.2505579,70.416814,-70.5710808,20.7383722
300,0.02406,-42.465507,60.0558816,-73.5242004,-2.66883514
300,0.02407,-59.3097562,43.4788727,-68.9211127,-25.8151983
300,0.02408,-70.0325237,22.467453,-57.1637371,-46.299422
300,0.02409,-73.5565345,-0.838664858,-39.5667091,-62.0270498
300,0.0241,-69.5112043,-24.0941176,-17.918712,-71.3690675
300,0.02411,-58.3104622,-44.8629178,5.62237407,-73.3571845
300,0.02412,-41.1282064,-61.0186313,28.5482483,-67.8064849
300,0.02413,-19.6768233,-70.8829368,48.5255586,-55.3068462
300,0.02414,3.79097366,-73.4756498,63.4985285,-37.0957147
300,0.02415,26.8517927,-68.4881086,72.0187099,-15.0862107
300,0.02416,47.1610803,-56.4700197,73.0915155,8.50050962
300,0.02417,62.64287,-38.6515307,66.6460109,31.2082666
300,0.02418,71.6323181,-16.7880276,53.3271002,50.7039451
300,0.02419,73.2679542,6.709765,34.5124604,64.9680019
300,0.0242,67.3548453,29.5646848,12.1220496,72.5326572
300,0.02421,54.5623083,49.3717724,-11.4650024,72.6294986
300,0.02422,36.1280084,64.103324,-33.8975218,65.2805172
300,0.02423,13.9877498,72.2447768,-52.8061736,51.2077924
300,0.02424,-9.60136161,72.9547848,-66.263826,31.8406765
300,0.02425,-32.2253705,66.1545166,-72.9305431,9.24907827
300,0.02426,-51.5018305,52.5000736,-72.1061329,-14.3332477
300,0.02427,-65.4960369,33.520712,-63.8516039,-36.4231823
300,0.02428,-72.713691,11.0298775,-49.0542259,-54.7856714
300,0.02429,-72.4843127,-12.5549039,-29.1670496,-67.5061587
300,0.0243,-64.8045789,-34.8625663,-6.29708984,-73.2860019
300,0.02431,-50.4475666,-53.6139523,17.2608207,-71.5259045
300,0.02432,-30.8967811,-66.8228074,39.0040988,-62.367777
300,0.02433,-8.131943,-73.1459605,56.7402719,-46.8182195
300,0.02434,15.4586562,-71.919713,68.6289282,-26.3996773
300,0.02435,37.4193633,-63.313562,73.4650376,-3.3029711
300,0.02436,55.5344458,-48.194156,70.7472162,20.167924
300,0.02437,67.9570869,-28.1274719,60.7015616,41.5422676
300,0.02438,73.4134213,-5.15022977,44.4065354,58.6267659
300,0.02439,71.2861021,18.3552815,23.5728853,69.6541028
300,0.0244,61.8172482,39.9511285,0.330719891,73.532022
300,0.02441,45.9681657,57.477111,-22.9687648,69.8689599
300,0.02442,25.4144437,69.0615681,-43.9009917,58.9879449
300,0.02443,2.20028569,73.5568372,-60.3219776,42.0435709
300,0.02444,-21.2093744,70.4724665,-70.5300602,20.770149
300,0.02445,-42.4790221,60.1133162,-73.4794385,-2.66224661
300,0.02446,-59.3280702,43.5550482,-68.8355182,-25.800684
300,0.02447,-70.0260662,22.5447763,-57.1042727,-46.2948666
300,0.02448,-73.5613559,-0.798605629,-39.5066322,-62.01033
300,0.02449,-69.5273425,-24.0474689,-17.843797,-71.3170584
300,0.0245,-58.308469,-44.8273266,5.70307028,-73.2978451
300,0.02451,-41.1251073,-61.0071592,28.6139636,-67.71736
300,0.02452,-19.684757,-70.8996604,48.5647709,-55.1562745
300,0.02453,3.78305961,-73.4624127,63.548383,-36.9378652
300,0.02454,26.8312322,-68.4830662,71.9542806,-14.9161985
300,0.02455,47.1230199,-56.5037555,72.9750958,8.61254928
300,0.02456,62.6048366,-38.6346628,66.5107519,31.2616825
300,0.02457,71.6081104,-16.8363839,53.1952493,50.6971301
300,0.02458,73.2788803,6.70100338,34.3990817,64.9432681
300,0.02459,67.3739424,29.5595329,12.0964761,72.5063569
300,0.0246,54.5217927,49.3466927,-11.4923092,72.6109944
300,0.02461,36.1000311,64.0676577,-33.8747439,65.2581551
300,0.02462,13.9704264,72.203792,-52.81169,51.1779225
300,0.02463,-9.62502805,72.9220437,-66.2611501,31.8294196
300,0.02464,-32.237603,66.0946862,-72.9147762,9.20103572
300,0.02465,-51.4859017,52.49253,-72.0907544,-14.371488
300,0.02466,-65.4471093,33.4746792,-63.8172527,-36.4716456
300,0.02467,-72.6859935,11.0570137,-48.9904731,-54.8283135
300,0.02468,-72.4504116,-12.5117897,-29.1022543,-67.5361833
300,0.02469,-64.7401367,-34.812684,-6.2371935,-73.2701486
300,0.0247,-50.3967619,-53.5392879,17.2688163,-71.4577131
300,0.02471,-30.8569418,-66.7224774,39.0035641,-62.3132302
300,0.02472,-8.1276921,-73.0384313,56.7249345,-46.7680848
300,0.02473,15.3916974,-71.836973,68.6386119,-26.4134688
300,0.02474,37.3346493,-63.2522293,73.4811665,-3.29630116
300,0.02475,55.4653289,-48.1856289,70.7386161,20.1158189
300,0.02476,67.851479,-28.1452553,60.7194825,41.4820344
300,0.02477,73.2703782,-5.15335506,44.4660977,58.5690817
300,0.02478,71.1390887,18.3189444,23.6488231,69.6201438
300,0.02479,61.709298,39.858979,0.391727208,73.5289916
300,0.0248,45.9504617,57.3639592,-22.9519252,69.8788414
300,0.02481,25.4234512,68.968412,-43.887828,58.9804991
300,0.02482,2.27505388,73.4651534,-60.3133894,42.0536569
300,0.02483,-21.0858944,70.4067564,-70.533058,20.7988059
300,0.02484,-42.2837162,60.1364671,-73.4972073,-2.57994431
300,0.02485,-59.1731506,43.6050915,-68.8920701,-25.7084633
300,0.02486,-69.9572169,22.6430288,-57.2047663,-46.2056417
300,0.02487,-73.5303819,-0.652198968,-39.6330817,-61.9361366
300,0.02488,-69.5564137,-23.8890455,-17.9789774,-71.2984977
300,0.02489,-58.4193924,-44.7199467,5.52157113,-73.3532007
300,0.0249,-41.2382147,-60.913025,28.4901265,-67.8160378
300,0.02491,-19.8032966,-70.8758408,48.4795615,-55.3276309
300,0.02492,3.66370667,-73.5023823,63.5368697,-37.1127144
300,0.02493,26.7623758,-68.5528207,72.0003035,-15.0961835
300,0.02494,47.0923555,-56.5575763,73.0782557,8.45579384
300,0.02495,62.5691966,-38.7024779,66.6556121,31.1988637
300,0.02496,71.5954328,-16.8881316,53.3691058,50.7059501
300,0.02497,73.2476689,6.67052418,34.5632965,64.9938024
300,0.02498,67.3742395,29.5414226,12.2174984,72.5701922
300,0.02499,54.5757265,49.3591339,-11.4072549,72.6512646
300,0.025,36.1429557,64.0916688,-33.8412519,65.3103224
300,0.02501,13.961442,72.2303174,-52.7687137,51.2342083
300,0.02502,-9.64994221,72.9884851,-66.28523,31.9040706
300,0.02503,-32.2643503,66.1411557,-72.9842421,9.25717929
300,0.02504,-51.5375467,52.509528,-72.152137,-14.3270191
300,0.02505,-65.5177893,33.4690229,-63.8857353,-36.4650758
300,0.02506,-72.7541849,10.999383,-49.0769885,-54.8282641
300,0.02507,-72.4830327,-12.6013983,-29.1877831,-67.5339494
300,0.02508,-64.7575536,-34.9025323,-6.26165465,-73.2828679
300,0.02509,-50.350739,-53.6085814,17.2401386,-71.4887814
300,0.0251,-30.7564339,-66.7810353,38.9695632,-62.3637577
300,0.02511,-8.05830876,-73.078761,56.7520656,-46.8091806
300,0.02512,15.481101,-71.8922357,68.6822549,-26.4554636
300,0.02513,37.4201653,-63.2651917,73.5017128,-3.33369507
300,0.02514,55.5432604,-48.1846451,70.7600068,20.0923401
300,0.02515,67.8978321,-28.1257118,60.7515204,41.4748444
300,0.02516,73.3194589,-5.18783765,44.5089998,58.5877646
300,0.02517,71.2023346,18.2901971,23.6707718,69.6413203
300,0.02518,61.7205897,39.9108313,0.368431237,73.5533998
300,0.02519,45.8920064,57.4270553,-22.9608094,69.8772943
300,0.0252,25.3406324,69.0442328,-43.8948329,59.0459454
300,0.02521,2.17218391,73.5362512,-60.3182263,42.1120802
300,0.02522,-21.251076,70.4035079,-70.5527369,20.8364721
300,0.02523,-42.4208712,60.0760504,-73.5168926,-2.57493641
300,0.02524,-59.2662904,43.5480663,-68.9031959,-25.7549941
300,0.02525,-69.9959993,22.5335167,-57.1903843,-46.2145915
300,0.02526,-73.5383357,-0.810993683,-39.6226205,-61.9462771
300,0.02527,-69.4975785,-24.0329725,-17.9681993,-71.2922237
300,0.02528,-58.3085507,-44.7710769,5.55574564,-73.3134391
300,0.02529,-41.1512193,-60.912932,28.489994,-67.7544274
300,0.0253,-19.7418993,-70.8274539,48.5024735,-55.2807659
300,0.02531,3.72856482,-73.4573365,63.514483,-37.0570329
300,0.02532,26.8090255,-68.479671,71.9962955,-15.034759
300,0.02533,47.1193229,-56.491777,73.0544261,8.54235437
300,0.02534,62.570801,-38.6645924,66.595666,31.2212454
300,0.02535,71.6230443,-16.8480511,53.2550777,50.7173127
300,0.02536,73.2901379,6.67001052,34.4508164,64.9560854
300,0.02537,67.4037991,29.4923495,12.1495499,72.5474253
300,0.02538,54.6164236,49.3064251,-11.4420863,72.6513648
300,0.02539,36.1874138,64.0536361,-33.8730181,65.2846179
300,0.0254,14.048688,72.2090774,-52.8262027,51.1798828
300,0.02541,-9.53856157,72.9494867,-66.3172869,31.8301064
300,0.02542,-32.1536669,66.1947056,-73.0042914,9.18641028
300,0.02543,-51.4776448,52.5949914,-72.152001,-14.4012239
300,0.02544,-65.4647497,33.6088829,-63.8803522,-36.5166015
300,0.02545,-72.7436469,11.1706479,-49.0210072,-54.8789515
300,0.02546,-72.5165509,-12.4388722,-29.1367665,-67.5556373
300,0.02547,-64.8223103,-34.7739301,-6.2561776,-73.2882472
300,0.02548,-50.4773125,-53.5313583,17.2729005,-71.5010247
300,0.02549,-30.9258791,-66.75635,39.0156156,-62.3192809
300,0.0255,-8.18425331,-73.1077049,56.742557,-46.7211708
300,0.02551,15.3889293,-71.9489877,68.6257992,-26.3564947
300,0.02552,37.3882221,-63.36153,73.4312032,-3.2813862
300,0.02553,55.5244518,-48.2375771,70.6875854,20.1329208
300,0.02554,67.9614487,-28.1368713,60.6812784,41.498581
300,0.02555,73.3463455,-5.17002258,44.4529902,58.5827972
300,0.02556,71.1844184,18.3599658,23.5768156,69.6405302
300,0.02557,61.7243792,39.9675956,0.322170186,73.5293588
300,0.02558,45.8983722,57.4745011,-22.948525,69.8510767
300,0.02559,25.3453981,69.0646499,-43.9238643,58.9815124
300,0.0256,2.19426537,73.5537119,-60.3410783,42.0558521
300,0.02561,-21.2438373,70.4917456,-70.5637402,20.7738408
300,0.02562,-42.4528912,60.1385431,-73.4961337,-2.63993454
300,0.02563,-59.3134005,43.5746263,-68.8491765,-25.7576353
300,0.02564,-70.0658061,22.5362064,-57.1314769,-46.2481545
300,0.02565,-73.5868196,-0.814924729,-39.5130049,-61.9671944
300,0.02566,-69.5373407,-24.0741729,-17.8647472,-71.2927289
300,0.02567,-58.3282884,-44.8405073,5.65728382,-73.267592
300,0.02568,-41.1318097,-60.9948081,28.5697994,-67.7297027
300,0.02569,-19.7136217,-70.893272,48.5925448,-55.1744865
300,0.0257,3.76382337,-73.4467112,63.5457297,-36.9655869
300,0.02571,26.8088464,-68.482733,71.9768708,-14.9472043
300,0.02572,47.0811656,-56.4839939,72.9803718,8.60785369
300,0.02573,62.5342209,-38.665926,66.4671553,31.2825052
300,0.02574,71.5693047,-16.86441,53.1384912,50.6945235
300,0.02575,73.1950026,6.67456473,34.3497032,64.907771
300,0.02576,67.3399942,29.5129243,12.0119617,72.4624205
300,0.02577,54.5322712,49.3225084,-11.5386383,72.5393546
300,0.02578,36.0977916,64.0847382,-33.9359058,65.1410598
300,0.02579,13.9693986,72.23004,-52.8570519,51.0468213
300,0.0258,-9.62799761,72.9276316,-66.3018586,31.6872031
300,0.02581,-32.2370346,66.1365698,-72.9733594,9.0919356
300,0.02582,-51.5116368,52.5117145,-72.0972954,-14.5045656
300,0.02583,-65.5302859,33.5026456,-63.8251776,-36.5891306
300,0.02584,-72.7237531,11.0292625,-48.9514305,-54.9275223
300,0.02585,-72.4833172,-12.5712909,-29.0477604,-67.5971909
300,0.02586,-64.7908286,-34.8448051,-6.14863139,-73.3071876
300,0.02587,-50.3955133,-53.5800894,17.393986,-71.4567639
300,0.02588,-30.8607377,-66.7605461,39.1403544,-62.2777842
300,0.02589,-8.12090599,-73.1297341,56.879859,-46.6942805
300,0.0259,15.4535808,-71.9252593,68.7427435,-26.2781612
300,0.02591,37.4741043,-63.3334491,73.5582716,-3.18148972
300,0.02592,55.6210014,-48.2176679,70.7824776,20.2610916
300,0.02593,68.0410289,-28.1381727,60.7189342,41.6162716
300,0.02594,73.4118358,-5.1222339,44.4077823,58.7125756
300,0.02595,71.269972,18.3836638,23.4982615,69.7192921
300,0.02596,61.7572646,40.0098071,0.225624894,73.5498773
300,0.02597,45.9100994,57.4780663,-23.0657361,69.8298601
300,0.02598,25.3522513,69.0412059,-44.0131796,58.9063382
300,0.02599,2.19020461,73.5117608,-60.3910043,41.9509704
300,0.026,-21.1696853,70.4203494,-70.5702739,20.6652026
300,0.02601,-42.3904754,60.0807514,-73.4917307,-2.74870724
300,0.02602,-59.245496,43.5884648,-68.8576189,-25.8895797
300,0.02603,-70.0148591,22.6085947,-57.1157731,-46.3535543
300,0.02604,-73.590791,-0.729975021,-39.4817702,-62.1075571
300,0.02605,-69.5905915,-24.0134971,-17.7837884,-71.3723032
300,0.02606,-58.4061698,-44.8118194,5.73466273,-73.2872621
300,0.02607,-41.2054464,-60.9992444,28.6166441,-67.6930275
300,0.02608,-19.7788525,-70.9303342,48.6348836,-55.1482721
300,0.02609,3.71224692,-73.5232547,63.5976428,-36.9530198
300,0.0261,26.7836334,-68.5836568,72.025735,-14.9163281
300,0.02611,47.0915434,-56.5674703,73.0287904,8.65229196
300,0.02612,62.5772971,-38.7526124,66.504106,31.347741
300,0.02613,71.6357256,-16.9022075,53.1685192,50.7870348
300,0.02614,73.2580871,6.63734356,34.3281997,64.9997442
300,0.02615,67.3718721,29.4696584,11.9598337,72.4975729
300,0.02616,54.5607427,49.2744497,-11.643424,72.5481921
300,0.02617,36.1468042,64.0018816,-34.0509196,65.1404456
300,0.02618,14.0258074,72.1739044,-52.9152538,51.0052265
300,0.02619,-9.54101508,72.9226977,-66.3066182,31.6362984
300,0.0262,-32.1273865,66.1606861,-72.9305825,9.00503996
300,0.02621,-51.4570447,52.5707189,-72.0178472,-14.5485401
300,0.02622,-65.4484587,33.5635367,-63.7256616,-36.5920699
300,0.02623,-72.7020078,11.107326,-48.8876005,-54.885647
300,0.02624,-72.4780351,-12.4537898,-28.9632924,-67.5627847
300,0.02625,-64.7803256,-34.755286,-6.07741891,-73.2527237
300,0.02626,-50.4903815,-53.4768661,17.4428528,-71.4330433
300,0.02627,-30.9432536,-66.7441667,39.1768102,-62.2473175
300,0.02628,-8.20399265,-73.0976958,56.8869973,-46.6287978
300,0.02629,15.3840538,-71.9518419,68.7384378,-26.2074771
300,0.0263,37.3635719,-63.3730245,73.5124349,-3.10368789
300,0.02631,55.5046605,-48.267963,70.7100431,20.3223476
300,0.02632,67.9572715,-28.2257829,60.664223,41.6700946
300,0.02633,73.4179391,-5.2415908,44.3214233,58.7321943
300,0.02634,71.2945363,18.2763704,23.4134058,69.7319584
300,0.02635,61.8091298,39.9090078,0.149215881,73.5704106
300,0.02636,45.9511138,57.423022,-23.1930589,69.8440282
300,0.02637,25.4020221,69.00843,-44.1023092,58.9073387
300,0.02638,2.27967654,73.5078352,-60.4608855,41.8854865
300,0.02639,-21.1241832,70.4897886,-70.6083609,20.5786235
300,0.0264,-42.3349512,60.1861619,-73.4731265,-2.86250758
300,0.02641,-59.2021606,43.6919006,-68.7828695,-26.0104614
300,0.02642,-70.0047574,22.6908742,-57.0318103,-46.4492541
300,0.02643,-73.5980732,-0.674658343,-39.4209254,-62.0995769
300,0.02644,-69.6083568,-23.9731667,-17.7247989,-71.4217557
300,0.02645,-58.4119309,-44.8001805,5.82339807,-73.3625491
300,0.02646,-41.2032692,-60.9928188,28.7750764,-67.7562632
300,0.02647,-19.7626266,-70.8934029,48.7530505,-55.1435086
300,0.02648,3.69102756,-73.5240588,63.6996955,-36.867877
300,0.02649,26.7980986,-68.5865198,72.0635585,-14.7908812
300,0.0265,47.1276611,-56.5606657,73.0414383,8.78562407
300,0.02651,62.6092715,-38.6995887,66.5089857,31.4553465
300,0.02652,71.6135615,-16.8650595,53.1368751,50.888963
300,0.02653,73.2423287,6.68389111,34.2693839,65.0946744
300,0.02654,67.3968299,29.5425642,11.9069312,72.5986065
300,0.02655,54.5715496,49.3448929,-11.6876063,72.6162848
300,0.02656,36.133461,64.0809341,-34.0878491,65.1869777
300,0.02657,13.9680741,72.2554933,-53.0082328,51.0082609
300,0.02658,-9.63254098,72.9556272,-66.4353081,31.6170086
300,0.02659,-32.2610018,66.1245345,-73.0069672,8.99400839
300,0.0266,-51.5365542,52.4993711,-72.1236508,-14.6111913
300,0.02661,-65.51977,33.4679335,-63.764063,-36.6978476
300,0.02662,-72.7677261,10.9893828,-48.8556337,-55.0138459
300,0.02663,-72.5102612,-12.6235357,-28.9381931,-67.656237
300,0.02664,-64.7943227,-34.9588292,-6.04459165,-73.3538865
300,0.02665,-50.3619443,-53.6731016,17.5117204,-71.4991636
300,0.02666,-30.7280724,-66.846396,39.2407922,-62.2714884
300,0.02667,-7.99001897,-73.1355374,56.9498273,-46.6258697
300,0.02668,15.6096373,-71.9196053,68.799798,-26.1662052
300,0.02669,37.5606089,-63.2728246,73.545866,-3.02186812
300,0.0267,55.6933882,-48.1059405,70.6929768,20.409829
300,0.02671,68.0691975,-27.9977932,60.5755952,41.7425297
300,0.02672,73.4115114,-4.98904729,44.2308621,58.7400152
300,0.02673,71.2348215,18.5146782,23.3869846,69.7315203
300,0.02674,61.7161743,40.1155872,0.0868873843,73.5575114
300,0.02675,45.813988,57.5914486,-23.1892468,69.8063599
300,0.02676,25.2189376,69.144919,-44.1151903,58.9082265
300,0.02677,1.99216794,73.583488,-60.4860078,41.908462
300,0.02678,-21.4419224,70.4041915,-70.650861,20.5947741
300,0.02679,-42.6602526,59.9783103,-73.5102485,-2.83802427
300,0.0268,-59.4706631,43.3535905,-68.8146989,-25.980364
300,0.02681,-70.1320446,22.2900366,-57.0101258,-46.4144377
300,0.02682,-73.580667,-1.05194023,-39.3904268,-62.0942578
300,0.02683,-69.433422,-24.310708,-17.6879344,-71.4147219
300,0.02684,-58.1475482,-45.0706318,5.85080798,-73.3512994
300,0.02685,-40.8863947,-61.1734677,28.8058438,-67.7218339
300,0.02686,-19.4161557,-70.9635406,48.787311,-55.1088396
300,0.02687,4.06093022,-73.4923679,63.7177528,-36.7832745
300,0.02688,27.1108635,-68.4230991,72.1052273,-14.7369331
300,0.02689,47.3509054,-56.3255759,73.0734708,8.87555676
300,0.0269,62.769999,-38.452232,66.4521027,31.5531973
300,0.02691,71.6890718,-16.5809571,53.0489382,51.000842
300,0.02692,73.2897866,6.97491547,34.1962539,65.1844709
300,0.02693,67.2933625,29.8379617,11.7900216,72.6363737
300,0.02694,54.403452,49.609472,-11.8275271,72.6161169
300,0.02695,35.8809854,64.250152,-34.2171332,65.1747177
300,0.02696,13.7107858,72.2991897,-53.0882114,50.9610225
300,0.02697,-9.8998299,72.9183111,-66.487824,31.4952325
300,0.02698,-32.487556,66.0096924,-73.0568407,8.77412064
300,0.02699,-51.6922045,52.338599,-72.0564307,-14.7785423
300,0.027,-65.6083198,33.2891347,-63.7249325,-36.8455631
300,0.02701,-72.7870808,10.798529,-48.7820931,-55.1187993
300,0.02702,-72.4398875,-12.7989795,-28.7984699,-67.7055087
300,0.02703,-64.6414584,-35.0999723,-5.8920792,-73.3490353
300,0.02704,-50.155076,-53.7595242,17.624362,-71.4424682
300,0.02705,-30.5453707,-66.8900543,39.3289167,-62.2114087
300,0.02706,-7.79176796,-73.1330002,57.0047714,-46.5444848
300,0.02707,15.7624929,-71.8051802,68.797876,-26.1127441
300,0.02708,37.679323,-63.1490233,73.5405273,-2.96300966
300,0.02709,55.7677528,-47.9602794,70.6592078,20.4672434
300,0.0271,68.0790163,-27.836646,60.5410052,41.8180966
300,0.02711,73.3882385,-4.84770272,44.1825093,58.8481688
300,0.02712,71.1191462,18.6295045,23.2610345,69.8290243
300,0.02713,61.5528507,40.1845624,-0.0447707703,73.5968333
300,0.02714,45.6952848,57.5873117,-23.3531351,69.7672498
300,0.02715,25.0972495,69.1129494,-44.2601732,58.7873036
300,0.02716,1.90177468,73.5046968,-60.587578,41.7503536
300,0.02717,-21.4937376,70.3193865,-70.6926692,20.4477162
300,0.02718,-42.649694,59.8981911,-73.5111365,-2.9997553
300,0.02719,-59.4216069,43.3280954,-68.7714183,-26.1085225
300,0.0272,-70.0843788,22.2786102,-56.9634925,-46.5371143
300,0.02721,-73.5615792,-1.02765737,-39.2918295,-62.1932018
300,0.02722,-69.4521092,-24.2938969,-17.5715718,-71.4152254
300,0.02723,-58.197015,-45.0311802,5.92193114,-73.3019353
300,0.02724,-40.9138997,-61.1823562,28.7969276,-67.6555673
300,0.02725,-19.4206469,-70.9788172,48.7200697,-55.0802693
300,0.02726,4.06091558,-73.4612529,63.6479349,-36.8127075
300,0.02727,27.1303436,-68.3695107,72.0395289,-14.7435779
300,0.02728,47.3836753,-56.246942,72.9883126,8.83570597
300,0.02729,62.7799533,-38.3312786,66.4315402,31.5120176
300,0.0273,71.7008167,-16.4829344,53.0500263,50.9229261
300,0.02731,73.2265283,7.1147732,34.2089022,65.0662775
300,0.02732,67.198492,29.9476825,11.8285772,72.5756332
300,0.02733,54.217194,49.7202713,-11.7546696,72.613955
300,0.02734,35.6687212,64.3145968,-34.1251362,65.1466812
300,0.02735,13.4661817,72.316624,-52.9949477,51.0004365
300,0.02736,-10.114959,72.8532321,-66.4315575,31.5917263
300,0.02737,-32.6564221,65.8939818,-73.0497656,8.91348226
300,0.02738,-51.8369959,52.1455317,-72.0959111,-14.6608385
300,0.02739,-65.6818037,33.0932718,-63.730315,-36.7211659
300,0.0274,-72.8108163,10.6138384,-48.84931,-55.0006857
300,0.02741,-72.4485848,-12.9889205,-28.9208581,-67.6745947
300,0.02742,-64.6254289,-35.2367125,-5.99524038,-73.3208896
300,0.02743,-50.1540333,-53.8835568,17.5401664,-71.4203903
300,0.02744,-30.5089706,-66.9796717,39.2506342,-62.1956174
300,0.02745,-7.73463818,-73.1905809,56.9046806,-46.5527144
300,0.02746,15.8549334,-71.8574664,68.7119174,-26.1443887
300,0.02747,37.8046156,-63.1614051,73.4370919,-3.03019456
300,0.02748,55.8486602,-47.941325,70.6142497,20.3835771
300,0.02749,68.1436881,-27.7922377,60.5252736,41.7036839
300,0.0275,73.4293952,-4.81039135,44.2350575,58.7467495
300,0.02751,71.1943742,18.6991168,23.3556898,69.7098892
300,0.02752,61.6039068,40.2662885,0.0832804745,73.5157038
300,0.02753,45.6760576,57.7097711,-23.1980576,69.75099
300,0.02754,25.058994,69.1914171,-44.1270374,58.7945438
300,0.02755,1.87822111,73.54954,-60.4697973,41.7827864
300,0.02756,-21.4974654,70.3619332,-70.5922935,20.4745772
300,0.02757,-42.6436991,59.9318646,-73.4734892,-2.96083139
300,0.02758,-59.3689956,43.3630464,-68.7516451,-26.0574107
300,0.02759,-70.0363931,22.3507046,-57.0013835,-46.4800445
300,0.0276,-73.5386183,-0.993049015,-39.3500783,-62.1123049
300,0.02761,-69.436374,-24.1980628,-17.6400108,-71.3941979
300,0.02762,-58.1968651,-44.9326774,5.8784922,-73.2935641
300,0.02763,-40.9778089,-61.072255,28.7493558,-67.640409
300,0.02764,-19.5297744,-70.888085,48.6935773,-55.0493075
300,0.02765,3.90738137,-73.4109629,63.6435492,-36.8040976
300,0.02766,26.9301477,-68.4171781,72.0177802,-14.743553
