candidate_id,rank,score_total,status,outer_diameter_mm,cells,groove_depth_mm,h_over_d,sspp_status,carrier_hz,envelope_hz,epsilon_g,crystal_id,crystal_mode_hz,mask,saw_operator,witness_layer_type,readout_methods,top_observables,top_nulls,claim_status
V6C_0208,150,0.503384,MEASUREMENT_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,16974.13,4096.0,1.0,SALE_RUTILATED_24SIDED_138MM_SHEAR,16974.13,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|VIBRATION,S_PARAMETERS|SIDEBANDS|VIBRATION,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0209,151,0.503384,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,16974.13,4096.0,1.0,SALE_RUTILATED_24SIDED_138MM_SHEAR,16974.13,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|VIBRATION,S_PARAMETERS|SIDEBANDS|VIBRATION,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0183,152,0.503377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0184,153,0.503377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0185,154,0.503377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0188,155,0.503377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,RUN_35_OF_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0189,156,0.503377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,RUN_35_OF_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0190,157,0.503377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,RUN_35_OF_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0193,158,0.503377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,STEER_33_ACTIVE,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0194,159,0.503377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,STEER_33_ACTIVE,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0195,160,0.503377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,STEER_33_ACTIVE,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0198,161,0.503377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,FOUR_SECTOR_OPEN,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0199,162,0.503377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,FOUR_SECTOR_OPEN,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0200,163,0.503377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,FOUR_SECTOR_OPEN,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0201,164,0.501585,MEASUREMENT_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,20098.13,4096.0,1.0,SALE_HIMALAYAN_8SIDED_157MM,20098.13,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|VIBRATION,S_PARAMETERS|SIDEBANDS|VIBRATION,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0202,165,0.501585,MEASUREMENT_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,20098.13,4096.0,1.0,SALE_HIMALAYAN_8SIDED_157MM,20098.13,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|VIBRATION,S_PARAMETERS|SIDEBANDS|VIBRATION,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0203,166,0.501585,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,20098.13,4096.0,1.0,SALE_HIMALAYAN_8SIDED_157MM,20098.13,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|VIBRATION,S_PARAMETERS|SIDEBANDS|VIBRATION,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0210,167,0.496851,MEASUREMENT_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,6461.98,4096.0,1.0,SALE_RUTILATED_24SIDED_138MM_BEND1,6461.98,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|VIBRATION,S_PARAMETERS|SIDEBANDS|VIBRATION,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0211,168,0.496851,MEASUREMENT_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,6461.98,4096.0,1.0,SALE_RUTILATED_24SIDED_138MM_BEND1,6461.98,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|VIBRATION,S_PARAMETERS|SIDEBANDS|VIBRATION,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0212,169,0.496851,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,6461.98,4096.0,1.0,SALE_RUTILATED_24SIDED_138MM_BEND1,6461.98,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|VIBRATION,S_PARAMETERS|SIDEBANDS|VIBRATION,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0061,170,0.491377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0062,171,0.491377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.33,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0063,172,0.491377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,2.1,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0064,173,0.491377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,3.8,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0065,174,0.491377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,4.5,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0182,175,0.491377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0187,176,0.491377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,RUN_35_OF_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0192,177,0.491377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,STEER_33_ACTIVE,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0197,178,0.491377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,FOUR_SECTOR_OPEN,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0275,179,0.491377,NULL_PRIORITY,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,MEASUREMENT_TARGET
V6C_0276,180,0.491377,NULL_PRIORITY,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,MEASUREMENT_TARGET
V6C_0277,181,0.491377,NULL_PRIORITY,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,MEASUREMENT_TARGET
V6C_0278,182,0.491377,NULL_PRIORITY,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,MEASUREMENT_TARGET
V6C_0279,183,0.491377,NULL_PRIORITY,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,MEASUREMENT_TARGET
V6C_0280,184,0.491377,NULL_PRIORITY,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,MEASUREMENT_TARGET
V6C_0281,185,0.491377,NULL_PRIORITY,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,MEASUREMENT_TARGET
V6C_0282,186,0.491377,NULL_PRIORITY,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,MEASUREMENT_TARGET
V6C_0283,187,0.491377,NULL_PRIORITY,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,MEASUREMENT_TARGET
V6C_0284,188,0.491377,NULL_PRIORITY,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,MEASUREMENT_TARGET
V6C_0161,189,0.487735,MODEL_CANDIDATE,466,37,24,0.606565,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0162,190,0.487735,MODEL_CANDIDATE,466,37,24,0.606565,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.33,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0163,191,0.487735,MODEL_CANDIDATE,466,37,24,0.606565,WELL_FORMED_CANDIDATE,1683456.0,4096.0,2.1,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0164,192,0.487735,MODEL_CANDIDATE,466,37,24,0.606565,WELL_FORMED_CANDIDATE,1683456.0,4096.0,3.8,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0165,193,0.487735,MODEL_CANDIDATE,466,37,24,0.606565,WELL_FORMED_CANDIDATE,1683456.0,4096.0,4.5,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0181,194,0.487377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0186,195,0.487377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,RUN_35_OF_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0191,196,0.487377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,STEER_33_ACTIVE,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0196,197,0.487377,MODEL_CANDIDATE,288,37,14,0.572516,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,FOUR_SECTOR_OPEN,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0111,198,0.484848,MODEL_CANDIDATE,377,37,18,0.562319,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0112,199,0.484848,MODEL_CANDIDATE,377,37,18,0.562319,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.33,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0113,200,0.484848,MODEL_CANDIDATE,377,37,18,0.562319,WELL_FORMED_CANDIDATE,1683456.0,4096.0,2.1,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0114,201,0.484848,MODEL_CANDIDATE,377,37,18,0.562319,WELL_FORMED_CANDIDATE,1683456.0,4096.0,3.8,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0115,202,0.484848,MODEL_CANDIDATE,377,37,18,0.562319,WELL_FORMED_CANDIDATE,1683456.0,4096.0,4.5,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0009,203,0.480675,MODEL_CANDIDATE,188,37,8,0.501169,WELL_FORMED_CANDIDATE,1683456.0,4096.0,3.8,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0010,204,0.480675,MODEL_CANDIDATE,188,37,8,0.501169,WELL_FORMED_CANDIDATE,1683456.0,4096.0,4.5,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0006,205,0.471925,MODEL_CANDIDATE,188,37,8,0.501169,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.0,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0007,206,0.471925,MODEL_CANDIDATE,188,37,8,0.501169,WELL_FORMED_CANDIDATE,1683456.0,4096.0,1.33,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0008,207,0.471925,MODEL_CANDIDATE,188,37,8,0.501169,WELL_FORMED_CANDIDATE,1683456.0,4096.0,2.1,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0057,208,0.464109,MODEL_CANDIDATE,288,37,12,0.490728,SHALLOW_NOT_WELL_FORMED,1683456.0,4096.0,1.33,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
V6C_0058,209,0.464109,MODEL_CANDIDATE,288,37,12,0.490728,SHALLOW_NOT_WELL_FORMED,1683456.0,4096.0,2.1,,,ALL_37,NONE,NONE,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,S_PARAMETERS|SIDEBANDS|NEAR_FIELD_B,NULL_ALL_ACTIVE_RING|NULL_NO_CRYSTAL_DRIVE|NULL_OFF_FREQUENCY_CRYSTAL,SIMULATION_ESTIMATE
