x_mm,y_mm,z_mm,value_normalized,raw_max,units
-3.8131,6.5536,62.8661,2.882947e-01,7.146742e+02,1/1
-2.5844,9.7403,36.1587,5.268014e-01,7.146742e+02,1/1
7.6368,0.0000,59.5843,1.709825e-01,7.146742e+02,1/1
3.2715,3.8105,70.9595,5.614940e-01,7.146742e+02,1/1
-3.2832,3.7937,70.9150,5.605080e-01,7.146742e+02,1/1
-3.8048,6.6482,59.5923,1.705086e-01,7.146742e+02,1/1
3.9222,-7.0387,46.5379,2.660852e-01,7.146742e+02,1/1
1.4215,7.0892,30.4433,6.109633e-01,7.146742e+02,1/1
3.5966,-6.2354,75.9120,7.156341e-01,7.146742e+02,1/1
-3.6052,6.2324,75.9120,7.114513e-01,7.146742e+02,1/1
-3.6085,-6.2325,75.9099,7.166327e-01,7.146742e+02,1/1
3.6517,6.3245,72.6461,6.180300e-01,7.146742e+02,1/1
-2.1431,6.5933,45.5149,3.004434e-01,7.146742e+02,1/1
-3.3034,-3.7941,70.9023,5.662910e-01,7.146742e+02,1/1
4.0656,7.0427,46.5378,2.795813e-01,7.146742e+02,1/1
3.5835,5.2731,37.7786,4.934380e-01,7.146742e+02,1/1
-4.0652,-7.0424,46.5368,2.666150e-01,7.146742e+02,1/1
-1.5135,-4.6240,84.7645,8.859095e-01,7.146742e+02,1/1
-2.8904,-7.0089,85.7113,9.050825e-01,7.146742e+02,1/1
-4.6108,5.2504,45.5119,3.014591e-01,7.146742e+02,1/1
-3.4498,5.8761,29.6163,6.224826e-01,7.146742e+02,1/1
3.6314,-6.3252,72.6334,6.246352e-01,7.146742e+02,1/1
6.3778,5.5873,48.1705,2.309301e-01,7.146742e+02,1/1
1.6494,8.3166,48.1729,2.283401e-01,7.146742e+02,1/1
-3.6830,6.3076,72.6334,6.181118e-01,7.146742e+02,1/1
-8.4050,1.6932,54.6997,3.430142e-02,7.146742e+02,1/1
-5.8002,-9.7933,19.8204,7.045642e-01,7.146742e+02,1/1
3.7703,-6.6967,59.5846,1.816824e-01,7.146742e+02,1/1
5.8033,9.7853,19.8234,6.957973e-01,7.146742e+02,1/1
-1.6487,-8.3166,48.1729,2.122526e-01,7.146742e+02,1/1
-6.3815,-5.5799,48.1671,2.199875e-01,7.146742e+02,1/1
-5.7099,6.3563,54.7010,4.643915e-02,7.146742e+02,1/1
-8.6782,1.0128,43.1747,3.731740e-01,7.146742e+02,1/1
-3.7032,-6.3080,72.6207,6.255915e-01,7.146742e+02,1/1
-6.3710,1.2996,63.6070,3.179764e-01,7.146742e+02,1/1
-6.3710,-1.2996,63.6070,3.201809e-01,7.146742e+02,1/1
7.9807,-2.8111,48.1706,2.233932e-01,7.146742e+02,1/1
-1.5511,8.3166,48.1729,2.275326e-01,7.146742e+02,1/1
-0.0297,-4.6624,14.1474,7.032018e-01,7.146742e+02,1/1
7.9780,2.8156,48.1705,2.288877e-01,7.146742e+02,1/1
1.5518,-8.3166,48.1729,2.121668e-01,7.146742e+02,1/1
-7.6413,2.6291,61.2376,2.319247e-01,7.146742e+02,1/1
-7.6413,-2.6291,61.2376,2.363468e-01,7.146742e+02,1/1
-7.9844,2.8036,48.1672,2.250396e-01,7.146742e+02,1/1
8.3702,-1.7491,54.6955,3.627946e-02,7.146742e+02,1/1
-8.8126,-1.8260,41.3074,4.190805e-01,7.146742e+02,1/1
-7.9817,-2.8082,48.1671,2.222754e-01,7.146742e+02,1/1
6.1225,-0.4385,25.1326,6.672663e-01,7.146742e+02,1/1
6.3804,-5.5828,48.1706,2.205548e-01,7.146742e+02,1/1
-6.1155,-5.2719,61.2376,2.399811e-01,7.146742e+02,1/1
-6.3841,5.5753,48.1672,2.267922e-01,7.146742e+02,1/1
5.6750,-6.4122,54.6942,4.505782e-02,7.146742e+02,1/1
5.9426,6.6963,41.3085,4.230129e-01,7.146742e+02,1/1
2.5297,7.7360,67.8065,4.569799e-01,7.146742e+02,1/1
-4.4330,-6.3687,40.3370,4.312766e-01,7.146742e+02,1/1
-4.4186,-4.9504,58.6771,1.485000e-01,7.146742e+02,1/1
6.3906,-1.2887,63.6300,3.183314e-01,7.146742e+02,1/1
6.3907,1.2885,63.6300,3.163759e-01,7.146742e+02,1/1
6.0879,5.3094,61.2208,2.279943e-01,7.146742e+02,1/1
1.5492,7.9299,61.2208,2.247948e-01,7.146742e+02,1/1
0.4616,-6.9360,20.1406,6.914958e-01,7.146742e+02,1/1
-6.1155,5.2719,61.2376,2.310544e-01,7.146742e+02,1/1
-1.5613,-7.9299,61.2205,2.417277e-01,7.146742e+02,1/1
2.5434,-7.7367,67.7931,4.703693e-01,7.146742e+02,1/1
7.2637,-2.5037,74.2801,6.700467e-01,7.146742e+02,1/1
7.2639,2.5034,74.2801,6.705655e-01,7.146742e+02,1/1
-8.3374,-0.9780,56.3335,5.666046e-02,7.146742e+02,1/1
-6.5356,3.1361,32.2838,5.923374e-01,7.146742e+02,1/1
-2.5703,7.7361,67.7747,4.571216e-01,7.146742e+02,1/1
4.3813,4.9986,58.6704,1.368761e-01,7.146742e+02,1/1
2.1333,6.2964,58.6704,1.361347e-01,7.146742e+02,1/1
7.0514,-0.0000,83.0942,8.736108e-01,7.146742e+02,1/1
-7.2759,2.4837,74.2653,6.696929e-01,7.146742e+02,1/1
-7.2760,-2.4836,74.2653,6.728544e-01,7.146742e+02,1/1
-7.0208,0.0539,83.0935,8.727097e-01,7.146742e+02,1/1
-0.0262,4.6647,14.1685,6.981144e-01,7.146742e+02,1/1
-1.1455,-8.5127,22.1515,6.854519e-01,7.146742e+02,1/1
1.4392,7.5424,74.2801,6.590712e-01,7.146742e+02,1/1
1.4903,-7.9299,61.2205,2.415821e-01,7.146742e+02,1/1
5.8125,5.0173,74.2801,6.701158e-01,7.146742e+02,1/1
7.6137,-2.6667,61.2208,2.325258e-01,7.146742e+02,1/1
7.6137,2.6666,61.2208,2.284892e-01,7.146742e+02,1/1
-2.5566,-7.7366,67.7613,4.699284e-01,7.146742e+02,1/1
3.5566,6.0522,83.0942,8.707440e-01,7.146742e+02,1/1
-2.1431,-6.2967,58.6693,1.497451e-01,7.146742e+02,1/1
-3.4640,6.1057,83.0939,8.696908e-01,7.146742e+02,1/1
-3.5580,-6.0518,83.0935,8.693354e-01,7.146742e+02,1/1
-1.5024,7.9299,61.2208,2.259693e-01,7.146742e+02,1/1
8.2792,0.9777,56.3188,5.175488e-02,7.146742e+02,1/1
-4.6811,2.9326,29.0632,6.293000e-01,7.146742e+02,1/1
6.0879,-5.3095,61.2208,2.370516e-01,7.146742e+02,1/1
-6.5165,-0.2825,37.7211,4.957281e-01,7.146742e+02,1/1
-3.6644,-7.8753,42.8509,3.707156e-01,7.146742e+02,1/1
-3.4268,6.0412,84.7232,8.948494e-01,7.146742e+02,1/1
-6.9464,0.0539,84.7229,8.975904e-01,7.146742e+02,1/1
3.5193,5.9878,84.7236,8.963350e-01,7.146742e+02,1/1
5.8123,-5.0176,74.2801,6.721526e-01,7.146742e+02,1/1
-3.2741,7.6904,56.3268,6.237940e-02,7.146742e+02,1/1
-1.4636,7.5424,74.2801,6.595997e-01,7.146742e+02,1/1
-5.8245,4.9976,74.2653,6.691987e-01,7.146742e+02,1/1
1.4157,-7.5430,74.2653,6.672567e-01,7.146742e+02,1/1
-5.8246,-4.9975,74.2653,6.744403e-01,7.146742e+02,1/1
-3.0342,-0.4544,8.5808,7.059984e-01,7.146742e+02,1/1
7.6073,-1.0216,85.7120,9.141592e-01,7.146742e+02,1/1
4.8534,-1.0216,84.7652,8.911072e-01,7.146742e+02,1/1
-1.4871,-7.5430,74.2653,6.673863e-01,7.146742e+02,1/1
-6.1755,1.2471,71.7416,5.930469e-01,7.146742e+02,1/1
-6.1755,-1.2470,71.7416,5.948703e-01,7.146742e+02,1/1
2.5029,-4.2138,12.1654,7.045167e-01,7.146742e+02,1/1
2.7233,10.4549,20.7069,6.839445e-01,7.146742e+02,1/1
-2.7201,-10.4629,20.7038,6.944896e-01,7.146742e+02,1/1
6.1846,-1.2643,71.7861,5.937972e-01,7.146742e+02,1/1
6.1847,1.2639,71.7861,5.938030e-01,7.146742e+02,1/1
3.4049,-7.7742,53.0711,6.276977e-02,7.146742e+02,1/1
-3.4121,7.7669,53.0699,7.578766e-02,7.146742e+02,1/1
-7.2201,7.0151,36.2878,5.329112e-01,7.146742e+02,1/1
7.5466,-3.5346,31.0682,6.131609e-01,7.146742e+02,1/1
-2.4452,-4.2708,12.2152,7.046952e-01,7.146742e+02,1/1
3.1172,0.1079,29.9508,6.138412e-01,7.146742e+02,1/1
4.8114,6.4781,66.1737,4.052154e-01,7.146742e+02,1/1
1.0538,8.5737,21.9044,6.789838e-01,7.146742e+02,1/1
10.3630,2.6587,28.4260,6.557141e-01,7.146742e+02,1/1
-8.4723,-0.9785,53.0660,6.264208e-02,7.146742e+02,1/1
3.2433,-7.7392,56.3178,7.130213e-02,7.146742e+02,1/1
5.8743,7.1569,36.3794,5.330308e-01,7.146742e+02,1/1
0.1146,-5.3064,30.7459,6.030233e-01,7.146742e+02,1/1
-4.7904,-6.4891,66.1501,4.171400e-01,7.146742e+02,1/1
8.4609,0.9782,53.0721,6.727702e-02,7.146742e+02,1/1
-9.2497,-1.2993,36.3219,5.335741e-01,7.146742e+02,1/1
-3.6269,-3.2268,86.0427,9.064679e-01,7.146742e+02,1/1
4.7398,-6.3897,69.4265,5.264436e-01,7.146742e+02,1/1
4.8452,-6.4782,66.1731,4.163475e-01,7.146742e+02,1/1
4.7601,6.3889,69.4392,5.182138e-01,7.146742e+02,1/1
2.5739,-4.3390,9.7904,7.059733e-01,7.146742e+02,1/1
-4.7718,6.3720,69.3947,5.177576e-01,7.146742e+02,1/1
-5.0039,-5.6118,86.9895,9.234286e-01,7.146742e+02,1/1
3.4863,8.1241,43.1787,3.743478e-01,7.146742e+02,1/1
4.2141,-10.5151,20.9258,6.962900e-01,7.146742e+02,1/1
-9.6978,-3.3844,34.9346,5.627702e-01,7.146742e+02,1/1
-4.8242,6.4892,66.1507,4.061919e-01,7.146742e+02,1/1
-1.5151,-2.0445,88.3159,9.223197e-01,7.146742e+02,1/1
-1.8672,-2.3630,30.1928,6.091736e-01,7.146742e+02,1/1
-2.6043,4.1782,12.2011,7.003321e-01,7.146742e+02,1/1
1.7863,0.0000,101.7562,9.859064e-01,7.146742e+02,1/1
-0.8932,1.5470,101.7562,9.862668e-01,7.146742e+02,1/1
-6.7932,2.5828,86.0011,9.137072e-01,7.146742e+02,1/1
-1.1592,7.1745,86.0015,9.063544e-01,7.146742e+02,1/1
5.6340,4.5907,86.0015,9.165628e-01,7.146742e+02,1/1
-4.7920,-6.3724,69.3820,5.268586e-01,7.146742e+02,1/1
10.3987,1.1727,26.7949,6.691609e-01,7.146742e+02,1/1
-0.1096,-7.8894,35.7423,5.259018e-01,7.146742e+02,1/1
2.7758,0.0013,88.3159,9.257652e-01,7.146742e+02,1/1
3.8318,-2.4015,13.5586,7.022660e-01,7.146742e+02,1/1
3.7726,2.2662,13.5009,6.996091e-01,7.146742e+02,1/1
5.3225,-7.9053,21.2358,6.939102e-01,7.146742e+02,1/1
-3.8723,2.3470,13.5797,7.004522e-01,7.146742e+02,1/1
3.6322,8.1093,39.4245,4.649144e-01,7.146742e+02,1/1
-1.7717,3.7160,88.6657,9.290790e-01,7.146742e+02,1/1
-4.1041,0.3236,88.6657,9.325897e-01,7.146742e+02,1/1
2.3323,3.3924,88.6657,9.318336e-01,7.146742e+02,1/1
-2.6774,4.3068,9.8254,7.019254e-01,7.146742e+02,1/1
-0.7345,-8.2795,30.8569,6.056166e-01,7.146742e+02,1/1
2.4065,-9.4919,35.8319,5.283521e-01,7.146742e+02,1/1
-0.1026,5.3269,28.6348,6.286799e-01,7.146742e+02,1/1
-1.8796,-2.7380,21.1829,6.853633e-01,7.146742e+02,1/1
-7.0725,-8.8295,20.9807,7.031311e-01,7.146742e+02,1/1
7.0756,8.8215,20.9837,6.967613e-01,7.146742e+02,1/1
-5.4162,4.9678,86.0011,9.141660e-01,7.146742e+02,1/1
1.5947,7.1745,86.0015,9.076423e-01,7.146742e+02,1/1
-7.0112,-2.2052,86.0011,9.143252e-01,7.146742e+02,1/1
-8.9500,1.0157,39.4402,4.659286e-01,7.146742e+02,1/1
4.6422,6.2027,11.6029,6.954252e-01,7.146742e+02,1/1
-0.5513,6.9936,19.8941,6.862228e-01,7.146742e+02,1/1
-1.6687,-0.2063,22.9659,6.751571e-01,7.146742e+02,1/1
8.9714,-4.3112,28.6203,6.463062e-01,7.146742e+02,1/1
-4.6194,7.9968,20.3304,6.889088e-01,7.146742e+02,1/1
1.9468,6.6948,23.7688,6.695670e-01,7.146742e+02,1/1
2.4102,-10.5371,20.3696,6.945019e-01,7.146742e+02,1/1
-4.5124,-1.6841,9.0782,7.053126e-01,7.146742e+02,1/1
-6.8580,0.3236,87.2793,9.289404e-01,7.146742e+02,1/1
-3.1487,6.1010,87.2793,9.254792e-01,7.146742e+02,1/1
3.7093,5.7774,87.2793,9.283358e-01,7.146742e+02,1/1
-2.4522,-4.4583,9.8079,7.063603e-01,7.146742e+02,1/1
-0.8483,-4.7272,9.0494,7.069240e-01,7.146742e+02,1/1
3.6697,-3.0983,9.0494,7.057728e-01,7.146742e+02,1/1
6.2315,-5.0449,36.9137,5.132446e-01,7.146742e+02,1/1
-3.8430,-2.3257,13.6114,7.028140e-01,7.146742e+02,1/1
4.8873,1.1841,86.0431,9.093591e-01,7.146742e+02,1/1
2.2329,-2.3205,100.4165,9.803400e-01,7.146742e+02,1/1
-3.1261,0.7735,100.4165,9.801304e-01,7.146742e+02,1/1
-3.1261,-0.7735,100.4165,9.794907e-01,7.146742e+02,1/1
0.8932,-3.0940,100.4165,9.800696e-01,7.146742e+02,1/1
7.6412,1.1841,86.9899,9.295927e-01,7.146742e+02,1/1
-3.2795,-0.1991,25.2307,6.620427e-01,7.146742e+02,1/1
1.4112,0.2868,36.7896,5.006997e-01,7.146742e+02,1/1
5.6534,-3.7347,21.2507,6.890879e-01,7.146742e+02,1/1
0.9380,-4.7272,9.0494,7.068569e-01,7.146742e+02,1/1
-0.0193,-7.1990,14.3430,7.025825e-01,7.146742e+02,1/1
8.5556,1.4414,25.0847,6.761822e-01,7.146742e+02,1/1
9.7849,2.8432,39.8927,4.616775e-01,7.146742e+02,1/1
3.0268,7.1139,11.7134,6.951439e-01,7.146742e+02,1/1
-3.6192,-3.2311,9.0782,7.064433e-01,7.146742e+02,1/1
-0.0599,-2.7884,16.6788,6.983141e-01,7.146742e+02,1/1
0.5205,-3.8917,20.0553,6.897989e-01,7.146742e+02,1/1
0.0734,2.7626,16.6824,6.956369e-01,7.146742e+02,1/1
6.8346,-2.1832,92.4798,9.581871e-01,7.146742e+02,1/1
-1.0190,-1.0113,36.7164,5.011749e-01,7.146742e+02,1/1
-0.6781,-9.9797,28.4755,6.376973e-01,7.146742e+02,1/1
8.1897,6.0035,34.8720,5.659512e-01,7.146742e+02,1/1
-0.0517,7.2070,14.3713,6.941116e-01,7.146742e+02,1/1
8.1927,-5.9983,34.8722,5.604627e-01,7.146742e+02,1/1
11.2621,0.0041,45.0361,3.314245e-01,7.146742e+02,1/1
-11.2626,-0.0041,45.0342,3.289834e-01,7.146742e+02,1/1
-5.1620,8.8027,28.9562,6.407610e-01,7.146742e+02,1/1
-3.1261,-2.3205,99.0767,9.739765e-01,7.146742e+02,1/1
-0.4466,-3.8675,99.0767,9.739578e-01,7.146742e+02,1/1
3.5727,1.5470,99.0767,9.761949e-01,7.146742e+02,1/1
3.5727,-1.5470,99.0767,9.745298e-01,7.146742e+02,1/1
-5.5484,9.6080,21.5531,6.906293e-01,7.146742e+02,1/1
-4.7230,1.7184,7.9598,7.044467e-01,7.146742e+02,1/1
-9.5137,3.8070,32.4197,6.010029e-01,7.146742e+02,1/1
6.7672,-8.5726,23.0139,6.915475e-01,7.146742e+02,1/1
3.9137,-6.6595,9.7109,7.048381e-01,7.146742e+02,1/1
4.9213,-1.0216,89.6541,9.444437e-01,7.146742e+02,1/1
-1.7020,-4.4140,89.6541,9.362980e-01,7.146742e+02,1/1
7.8318,-2.1442,38.5430,4.814808e-01,7.146742e+02,1/1
3.4057,3.3911,7.8263,7.038457e-01,7.146742e+02,1/1
