formation_id,name,source_url,rank,score_total,classification,ratio_band,count_family,scale_family,inner_outer_ratio,satellite_count,outer_diameter_m,nearest_rgcs_family,needed_measurement,claim_status,v6_candidate_proximity_score
CC-2010-06-20-UMBERTIDE-UMBRIA,Umbertide | Umbria,https://www.cropcirclecenter.com/ccdata/2010/06/20/IT20100620_A.html,95,0.36,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_NEAR_37_LABELED_NEAR,NEEDS_SOURCE_DIMENSION,0.733333,35,,COUNT_NEAR_37_LABELED_NEAR,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.4
CC-2011-05-07-HANNINGTON-WILTSHIRE,Hannington | Wiltshire,https://www.cropcirclecenter.com/ccdata/2011/05/07/UK20110507_A.html,96,0.36,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_NEAR_37_LABELED_NEAR,NEEDS_SOURCE_DIMENSION,0.164474,35,,COUNT_NEAR_37_LABELED_NEAR,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.4
CC-2013-05-21-BOSSCHENHOOFD-NOORD-BRABANT,Bosschenhoofd | Noord Brabant,https://www.cropcirclecenter.com/ccdata/2013/05/21/NL20130521_A.html,97,0.36,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_NEAR_37_LABELED_NEAR,NEEDS_SOURCE_DIMENSION,0.275862,35,,COUNT_NEAR_37_LABELED_NEAR,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.4
CC-2013-07-29-STADSKANAAL-GRONINGEN,Stadskanaal | Groningen,https://www.cropcirclecenter.com/ccdata/2013/07/29/NL20130729_A.html,98,0.36,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_NEAR_37_LABELED_NEAR,NEEDS_SOURCE_DIMENSION,0.059829,33,,COUNT_NEAR_37_LABELED_NEAR,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.4
CC-2016-05-15-GRO-ZIETHEN-BRANDEBURG,Großziethen | Brandeburg,https://www.cropcirclecenter.com/ccdata/2016/05/15/DE20160515_A.html,99,0.36,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_NEAR_37_LABELED_NEAR,NEEDS_SOURCE_DIMENSION,0.473333,35,,COUNT_NEAR_37_LABELED_NEAR,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.4
CC-2018-06-03-BISHOPS-CANNINGS-DOWN-WILTS-3,"Bishops Cannings Down, Wilts",https://temporarytemples.co.uk/project/bishops-cannings-down-wilts-3rd-june-2018,100,0.36,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_NEAR_37_LABELED_NEAR,NEEDS_SOURCE_DIMENSION,0.070175,33,,COUNT_NEAR_37_LABELED_NEAR,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.4
CC-2019-05-25-CHESTERTON-FARM-GLOUCESTERSHIRE,Chesterton Farm | Gloucestershire,https://www.cropcirclecenter.com/ccdata/2019/05/25/UK20190525_A.html,101,0.36,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_NEAR_37_LABELED_NEAR,NEEDS_SOURCE_DIMENSION,0.103825,35,,COUNT_NEAR_37_LABELED_NEAR,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.4
CC-2001-08-28-CROP-CIRCLES-IN-AUGUST-2001,CROP CIRCLES IN AUGUST 2001,https://www.cropcirclearchives.co.uk/archives/2001/August2001a.html,109,0.32,NEEDS_SOURCE_DIMENSION,WEAK,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.675,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.6
CC-2001-09-16-SEPTEMBER,SEPTEMBER,https://www.cropcirclearchives.co.uk/archives/2001/september2001.html,110,0.32,NEEDS_SOURCE_DIMENSION,WEAK,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.675,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.6
CC-2005-05-22-DOETINCHEM-GELDERLAND,Doetinchem | Gelderland,https://www.cropcirclecenter.com/ccdata/2005/05/22/NL20050522_A.html,111,0.32,NEEDS_SOURCE_DIMENSION,WEAK,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.676647,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.6
CC-2006-07-12-BOLKOW-DOLNOSLASKIE,Bolkow | Dolnoslaskie,https://www.cropcirclecenter.com/ccdata/2006/07/12/PL20060712_A.html,112,0.32,NEEDS_SOURCE_DIMENSION,WEAK,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.626866,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.6
CC-2008-06-29-J-HNDE-NIEDERSACHSEN,Jühnde | Niedersachsen,https://www.cropcirclecenter.com/ccdata/2008/06/29/DE20080629_A.html,113,0.32,NEEDS_SOURCE_DIMENSION,WEAK,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.682432,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.6
CC-2009-10-05-HOEVEN-NOORD-BRABANT,Hoeven | Noord-Brabant,https://www.cropcirclecenter.com/ccdata/2009/10/05/NL20091005_A.html,114,0.32,NEEDS_SOURCE_DIMENSION,WEAK,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.674286,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.6
CC-2011-05-07-HANNINGTON-WILTSHIRE-2,Hannington | Wiltshire,https://www.cropcirclecenter.com/ccdata/2011/05/07/UK20110507_B.html,115,0.32,NEEDS_SOURCE_DIMENSION,WEAK,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.678363,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.6
CC-2014-06-18-CHERHILL-WILTSHIRE,Cherhill | Wiltshire,https://www.cropcirclecenter.com/ccdata/2014/06/18/UK20140618_A.html,116,0.32,NEEDS_SOURCE_DIMENSION,WEAK,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.630435,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.6
CC-2014-08-12-ETCHILHAMPTON-WILTSHIRE,Etchilhampton | Wiltshire,https://www.cropcirclecenter.com/ccdata/2014/08/12/UK20140812_A.html,117,0.32,NEEDS_SOURCE_DIMENSION,WEAK,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.624242,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.6
CC-2016-05-11-ALTON-BARNES-WILTSHIRE,Alton Barnes | Wiltshire,https://www.cropcirclecenter.com/ccdata/2016/05/11/UK20160511_A.html,118,0.32,NEEDS_SOURCE_DIMENSION,WEAK,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.673203,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.6
CC-2017-06-03-AVEBURY-WILTSHIRE,Avebury | Wiltshire,https://www.cropcirclecenter.com/ccdata/2017/06/03/UK20170603_A.html,119,0.32,NEEDS_SOURCE_DIMENSION,WEAK,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.673333,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.6
CC-2018-08-13-FONTHILL-BISHOP,Fonthill Bishop,https://www.cropcirclecenter.com/ccdata/2018/08/13/UK20180813_A.html,120,0.32,NEEDS_SOURCE_DIMENSION,WEAK,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.632653,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY,0.6
