formation_id,name,date_reported,location,source_url,satellite_count,inner_outer_ratio,outer_diameter_m,inner_diameter_m,raw_measurement_text,provenance
CC-2007-07-25-WATERLOO-BRABANT-2,Waterloo | Brabant,2007-07-25,Waterloo | Brabant,https://www.cropcirclecenter.com/ccdata/2007/07/25/BE20070725_B.html,23,0.51,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-07-25-WEST-KENNETT-WILTSHIRE-2,West Kennett | Wiltshire,2007-07-25,West Kennett | Wiltshire,https://www.cropcirclecenter.com/ccdata/2007/07/25/UK20070725_B.html,,0.179104,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-07-26-CHUTE-CAUSEWAY-WILTSHIRE,Chute Causeway | Wiltshire,2007-07-26,Chute Causeway | Wiltshire,https://www.cropcirclecenter.com/ccdata/2007/07/26/UK20070726_A.html,,0.277778,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-07-26-TAPFHEIM-BAYERN,Tapfheim | Bayern,2007-07-26,Tapfheim | Bayern,https://www.cropcirclecenter.com/ccdata/2007/07/26/DE20070726_A.html,,0.364865,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-07-27-LE-CHALET-A-GOBET-WAADT,Le Chalet-a-Gobet | Waadt,2007-07-27,Le Chalet-a-Gobet | Waadt,https://www.cropcirclecenter.com/ccdata/2007/07/27/CH20070727_A.html,,0.071429,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-07-28-FISCHEN-BAYERN,Fischen | Bayern,2007-07-28,Fischen | Bayern,https://www.cropcirclecenter.com/ccdata/2007/07/28/DE20070728_A.html,3,0.717647,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-07-29-AVEBURY-WILTSHIRE,Avebury | Wiltshire,2007-07-29,Avebury | Wiltshire,https://www.cropcirclecenter.com/ccdata/2007/07/29/UK20070729_A.html,7,0.108108,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-07-30-NANNESTAD-AKERSHUS,Nannestad | Akershus,2007-07-30,Nannestad | Akershus,https://www.cropcirclecenter.com/ccdata/2007/07/30/NO20070730_A.html,34,0.262857,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-07-31-ETCHILHAMPTON-WILTSHIRE,Etchilhampton | Wiltshire,2007-07-31,Etchilhampton | Wiltshire,https://www.cropcirclecenter.com/ccdata/2007/07/31/UK20070731_A.html,,0.61,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-08-01-CHISELDON-WILTSHIRE,Chiseldon | Wiltshire,2007-08-01,Chiseldon | Wiltshire,https://www.cropcirclecenter.com/ccdata/2007/08/01/UK20070801_A.html,,0.258503,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-08-01-SUGAR-HILL-WILTSHIRE-2,Sugar Hill | Wiltshire,2007-08-01,Sugar Hill | Wiltshire,https://www.cropcirclecenter.com/ccdata/2007/08/01/UK20070801_B.html,,0.060403,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-08-03-HEDENM-NDEN-NIEDERSACHSEN,Hedenmünden | Niedersachsen,2007-08-03,Hedenmünden | Niedersachsen,https://www.cropcirclecenter.com/ccdata/2007/08/03/DE20070803_A.html,,0.04717,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-08-03-SHAKESPEARE-ONTARIO,Shakespeare | Ontario,2007-08-03,Shakespeare | Ontario,https://www.cropcirclecenter.com/ccdata/2007/08/32/CA20070832_A.html,5,0.108434,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-08-04-PEWSEY-WHITE-HORSE-WILTSHIRE,Pewsey White Horse | Wiltshire,2007-08-04,Pewsey White Horse | Wiltshire,https://www.cropcirclecenter.com/ccdata/2007/08/04/UK20070804_A.html,,0.048544,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-08-04-ROCHEFORT-NEUENBURG,Rochefort | Neuenburg,2007-08-04,Rochefort | Neuenburg,https://www.cropcirclecenter.com/ccdata/2007/08/04/CH20070804_A.html,25,0.138889,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-08-08-ABBOTSFORD-BRITISH-COLUMBIA,Abbotsford | British Columbia,2007-08-08,Abbotsford | British Columbia,https://www.cropcirclecenter.com/ccdata/2007/08/08/CA20070808_A.html,5,0.234483,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-08-09-MARLBOROUGH-WILTSHIRE,Marlborough | Wiltshire,2007-08-09,Marlborough | Wiltshire,https://www.cropcirclecenter.com/ccdata/2007/08/09/UK20070809_A.html,,0.182927,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-08-10-KERSBERGA-STOCKHOLMS-L-N,Åkersberga | Stockholms län,2007-08-10,Åkersberga | Stockholms län,https://www.cropcirclecenter.com/ccdata/2007/08/10/SE20070810_A.html,16,0.452381,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-08-10-KERSBERGA-STOCKHOLMS-L-N-2,Åkersberga | Stockholms län,2007-08-10,Åkersberga | Stockholms län,https://www.cropcirclecenter.com/ccdata/2007/08/10/SE20070810_B.html,35,0.059783,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-08-12-STANTON-ST-BERNARD-WILTSHIRE,Stanton St Bernard | Wiltshire,2007-08-12,Stanton St Bernard | Wiltshire,https://www.cropcirclecenter.com/ccdata/2007/08/12/UK20070812_A.html,3,0.802083,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-08-16-WOODBOROUGH-WILTSHIRE,Woodborough | Wiltshire,2007-08-16,Woodborough | Wiltshire,https://www.cropcirclecenter.com/ccdata/2007/08/16/UK20070816_A.html,,0.133333,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-08-17-WEST-OVERTON-WILTSHIRE,West Overton | Wiltshire,2007-08-17,West Overton | Wiltshire,https://www.cropcirclecenter.com/ccdata/2007/08/17/UK20070817_A.html,,0.11828,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-08-19-NORTH-DOWN-WILTSHIRE,North Down | Wiltshire,2007-08-19,North Down | Wiltshire,https://www.cropcirclecenter.com/ccdata/2007/08/19/UK20070819_A.html,,0.076389,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-08-26-ABBOTSFORD-BRITISH-COLUMBIA,Abbotsford | British Columbia,2007-08-26,Abbotsford | British Columbia,https://www.cropcirclecenter.com/ccdata/2007/08/26/CA20070826_A.html,15,0.648148,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-08-26-ABBOTSFORD-BRITISH-COLUMBIA-2,Abbotsford | British Columbia,2007-08-26,Abbotsford | British Columbia,https://www.cropcirclecenter.com/ccdata/2007/08/26/CA20070826_B.html,,0.097826,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-08-30-HACKPEN-HILL-WILTSHIRE,Hackpen Hill | Wiltshire,2007-08-30,Hackpen Hill | Wiltshire,https://www.cropcirclecenter.com/ccdata/2007/08/30/UK20070830_A.html,,0.24,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-09-23-WAYNE-COUNTY-OHIO,Wayne County | Ohio,2007-09-23,Wayne County | Ohio,https://www.cropcirclecenter.com/ccdata/2007/09/23/US20070923_A.html,,0.27027,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-10-01-LONDESBOROUGH-ONTARIO,Londesborough | Ontario,2007-10-01,Londesborough | Ontario,https://www.cropcirclecenter.com/ccdata/2007/10/01/CA20071001_A.html,,0.088608,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-10-03-UNKNOWN-IOWA,unknown | Iowa,2007-10-03,unknown | Iowa,https://www.cropcirclecenter.com/ccdata/2007/10/03/US20071003_A.html,20,0.194631,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-11-15-MARLBOROUGH-WILTSHIRE,Marlborough | Wiltshire,2007-11-15,Marlborough | Wiltshire,https://www.cropcirclecenter.com/ccdata/2007/11/15/UK20071115_A.html,,0.52,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2007-UNKNOWN-QUILL-LAKE-SASKATCHEWAN,Quill Lake | Saskatchewan,2007-unknown,Quill Lake | Saskatchewan,https://www.cropcirclecenter.com/ccdata/2007/09/00/CA20070900_A.html,21,,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-04-19-RIESI-SICILIA,Riesi | Sicilia,2008-04-19,Riesi | Sicilia,https://www.cropcirclecenter.com/ccdata/2008/04/19/IT20080419_A.html,,0.442953,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-04-19-WADEN-HILL-WILTSHIRE,Waden Hill | Wiltshire,2008-04-19,Waden Hill | Wiltshire,https://www.cropcirclecenter.com/ccdata/2008/04/19/UK20080419_A.html,28,0.256579,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-04-26-RHO-LOMBARDIA,Rho | Lombardia,2008-04-26,Rho | Lombardia,https://www.cropcirclecenter.com/ccdata/2008/04/26/IT20080426_A.html,20,0.898876,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-05-04-STANTON-ST-BERNARD-WILTSHIRE,Stanton St Bernard | Wiltshire,2008-05-04,Stanton St Bernard | Wiltshire,https://www.cropcirclecenter.com/ccdata/2008/05/04/UK20080504_A.html,23,0.266667,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-05-06-MADISONVILLE-KENTUCKY,Madisonville | Kentucky,2008-05-06,Madisonville | Kentucky,https://www.cropcirclecenter.com/ccdata/2008/05/06/US20080506_A.html,,0.15,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-05-07-GALLO-LOMBARDIA,Gallo | Lombardia,2008-05-07,Gallo | Lombardia,https://www.cropcirclecenter.com/ccdata/2008/05/07/IT20080507_A.html,,0.061728,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-05-08-AVEBURY-STONE-CIRCLE-WILTSHIRE,Avebury Stone Circle | Wiltshire,2008-05-08,Avebury Stone Circle | Wiltshire,https://www.cropcirclecenter.com/ccdata/2008/05/08/UK20080508_A.html,8,0.230088,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-05-10-ASHBURY-OXFORDSHIRE,Ashbury | Oxfordshire,2008-05-10,Ashbury | Oxfordshire,https://www.cropcirclecenter.com/ccdata/2008/05/10/UK20080510_A.html,,0.639241,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-05-13-CASTEL-D-EMILIO-MARCHE,Castel d'Emilio | Marche,2008-05-13,Castel d'Emilio | Marche,https://www.cropcirclecenter.com/ccdata/2008/05/13/IT20080513_A.html,32,0.255034,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-05-16-SCHIPHOL-NOORD-HOLLAND,Schiphol | Noord-Holland,2008-05-16,Schiphol | Noord-Holland,https://www.cropcirclecenter.com/ccdata/2008/05/16/NL20080516_A.html,,0.065217,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-05-17-SAILLY-ACHATEL-LORRAINE,Sailly-Achatel | Lorraine,2008-05-17,Sailly-Achatel | Lorraine,https://www.cropcirclecenter.com/ccdata/2008/05/17/FR20080517_A.html,9,0.683908,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-05-24-HACKPEN-HILL-WILTSHIRE,Hackpen Hill | Wiltshire,2008-05-24,Hackpen Hill | Wiltshire,https://www.cropcirclecenter.com/ccdata/2008/05/24/UK20080524_A.html,,0.342857,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-05-27-MONTECASTELLO-PIEMONTE,Montecastello | Piemonte,2008-05-27,Montecastello | Piemonte,https://www.cropcirclecenter.com/ccdata/2008/05/27/IT20080527_A.html,4,0.630137,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-01-BARBURY-CASTLE-WILTSHIRE,Barbury Castle | Wiltshire,2008-06-01,Barbury Castle | Wiltshire,https://www.cropcirclearchives.co.uk/archives/2008/barbury/barbury2008a.html,,0.120805,,,approximately 300 feet,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-01-TEMPLE-WILTSHIRE-2,Temple | Wiltshire,2008-06-01,Temple | Wiltshire,https://www.cropcirclecenter.com/ccdata/2008/06/01/UK20080601_B.html,,0.164835,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-04-LIGNANO-SABBIADORO-FRIULI-VENEZIA-GIUL,Lignano Sabbiadoro | Friuli-Venezia Giul,2008-06-04,Lignano Sabbiadoro | Friuli-Venezia Giul,https://www.cropcirclecenter.com/ccdata/2008/06/04/IT20080604_A.html,,0.263158,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-06-WEST-KENNETT-WILTSHIRE,West Kennett | Wiltshire,2008-06-06,West Kennett | Wiltshire,https://www.cropcirclecenter.com/ccdata/2008/06/06/UK20080606_A.html,30,0.248322,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-07-MARLY-LE-ROI-ILE-DE-FRANCE,Marly-le-Roi | Ile-de-France,2008-06-07,Marly-le-Roi | Ile-de-France,https://www.cropcirclecenter.com/ccdata/2008/06/07/FR20080607_A.html,15,0.316667,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-09-WEST-KENNETT-WILTSHIRE,West Kennett | Wiltshire,2008-06-09,West Kennett | Wiltshire,https://www.cropcirclecenter.com/ccdata/2008/06/09/UK20080609_A.html,,0.06,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-10-NORTH-DOWN-WILTSHIRE,North Down | Wiltshire,2008-06-10,North Down | Wiltshire,https://www.cropcirclecenter.com/ccdata/2008/06/10/UK20080610_A.html,,0.19,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-11-VAREDO-LOMBARDIA,Varedo | Lombardia,2008-06-11,Varedo | Lombardia,https://www.cropcirclecenter.com/ccdata/2008/06/11/IT20080611_A.html,5,0.697479,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-12-BILBAO-PAIS-VASCO,Bilbao | Pais Vasco,2008-06-12,Bilbao | Pais Vasco,https://www.cropcirclecenter.com/ccdata/2008/06/12/ES20080612_A.html,,0.186207,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-12-BORYEONG-SI-CHUNGCHEONGNAM-DO,Boryeong-si | Chungcheongnam-do,2008-06-12,Boryeong-si | Chungcheongnam-do,https://www.cropcirclecenter.com/ccdata/2008/06/12/KR20080612_A.html,,0.071429,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-12-LIZZANO-VENETO,Lizzano | Veneto,2008-06-12,Lizzano | Veneto,https://www.cropcirclecenter.com/ccdata/2008/06/12/IT20080612_A.html,,0.438462,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-13-KIRCHBERG-BERN,Kirchberg | Bern,2008-06-13,Kirchberg | Bern,https://www.cropcirclecenter.com/ccdata/2008/06/13/CH20080613_A.html,25,,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-13-UFFINGTON-WHITE-HORSE-OXFORDSHIRE,Uffington White Horse | Oxfordshire,2008-06-13,Uffington White Horse | Oxfordshire,https://www.cropcirclecenter.com/ccdata/2008/06/13/UK20080613_A.html,,0.119205,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-15-ALMERE-FLEVOLAND,Almere | Flevoland,2008-06-15,Almere | Flevoland,https://www.cropcirclecenter.com/ccdata/2008/06/15/NL20080615_A.html,4,0.590164,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-15-AVEBURY-WILTSHIRE,Avebury | Wiltshire,2008-06-15,Avebury | Wiltshire,https://www.cropcirclecenter.com/ccdata/2008/06/15/UK20080615_A.html,,0.105263,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-15-RAVINALI-PIEMONTE,Ravinali | Piemonte,2008-06-15,Ravinali | Piemonte,https://www.cropcirclecenter.com/ccdata/2008/06/15/IT20080615_A.html,,0.404412,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-15-SUTTON-ESSEX-2,Sutton | Essex,2008-06-15,Sutton | Essex,https://www.cropcirclecenter.com/ccdata/2008/06/15/UK20080615_B.html,,0.8,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-15-UNKNOWN-Z-RICH,unknown | Zürich,2008-06-15,unknown | Zürich,https://www.cropcirclecenter.com/ccdata/2008/06/15/CH20080615_A.html,5,0.079646,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-17-VERDUN-SUR-LE-DOUBS-BOURGOGNE,Verdun-sur-le-Doubs | Bourgogne,2008-06-17,Verdun-sur-le-Doubs | Bourgogne,https://www.cropcirclecenter.com/ccdata/2008/06/17/FR20080617_A.html,,0.58,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-18-WINTERBOURNE-BASSETT-WILTSHIRE,Winterbourne Bassett | Wiltshire,2008-06-18,Winterbourne Bassett | Wiltshire,https://www.cropcirclecenter.com/ccdata/2008/06/18/UK20080618_A.html,28,0.753333,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-19-MONTALDO-ROERO-PIEMONTE,Montaldo Roero | Piemonte,2008-06-19,Montaldo Roero | Piemonte,https://www.cropcirclecenter.com/ccdata/2008/06/19/IT20080619_A.html,5,0.596774,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-20-FURZE-KNOLL-WILTSHIRE,Furze Knoll | Wiltshire,2008-06-20,Furze Knoll | Wiltshire,https://www.cropcirclecenter.com/ccdata/2008/06/20/UK20080620_A.html,,0.449275,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-20-HUL-NITRIANSKY-KRAJ,Hul | Nitriansky kraj,2008-06-20,Hul | Nitriansky kraj,https://www.cropcirclecenter.com/ccdata/2008/06/20/SK20080620_A.html,,0.163636,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-21-DIESSENHOFEN-THURGAU,Diessenhofen | Thurgau,2008-06-21,Diessenhofen | Thurgau,https://www.cropcirclecenter.com/ccdata/2008/06/21/CH20080621_A.html,,0.163636,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-22-PIERWSZY,Pierwszy,2008-06-22,Pierwszy,https://www.cropcirclecenter.com/ccdata/2008/06/22/PL20080622_A.html,5,0.081522,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-22-PONTECURONE-PIEMONTE,Pontecurone | Piemonte,2008-06-22,Pontecurone | Piemonte,https://www.cropcirclecenter.com/ccdata/2008/06/22/IT20080622_A.html,14,0.730159,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-23-GIFKENDORF-NIEDERSACHSEN-2,Gifkendorf | Niedersachsen,2008-06-23,Gifkendorf | Niedersachsen,https://www.cropcirclecenter.com/ccdata/2008/06/23/DE20080623_B.html,,0.209677,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-23-REINSHOF-NIEDERSACHSEN-3,Reinshof | Niedersachsen,2008-06-23,Reinshof | Niedersachsen,https://www.cropcirclecenter.com/ccdata/2008/06/23/DE20080623_C.html,,0.162791,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-23-SECKLENDORF-NIEDERSACHSEN,Secklendorf | Niedersachsen,2008-06-23,Secklendorf | Niedersachsen,https://www.cropcirclecenter.com/ccdata/2008/06/23/DE20080623_A.html,,0.473684,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-24-AVEBURY-WILTSHIRE,Avebury | Wiltshire,2008-06-24,Avebury | Wiltshire,https://www.cropcirclecenter.com/ccdata/2008/06/24/UK20080624_A.html,7,0.543046,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-24-BERG-EN-DAL-GELDERLAND,Berg En Dal | Gelderland,2008-06-24,Berg En Dal | Gelderland,https://www.cropcirclecenter.com/ccdata/2008/06/24/NL20080624_A.html,,0.067164,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-25-HELSTON-CORNWALL,Helston | Cornwall,2008-06-25,Helston | Cornwall,https://www.cropcirclecenter.com/ccdata/2008/06/25/UK20080625_A.html,36,0.360656,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-26-COWICHAN-VALLEY-BRITISH-COLUMBIA,Cowichan Valley | British Columbia,2008-06-26,Cowichan Valley | British Columbia,https://www.cropcirclecenter.com/ccdata/2008/06/26/CA20080626_A.html,27,0.08,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-26-POLIVERIGI-MARCHE,Poliverigi | Marche,2008-06-26,Poliverigi | Marche,https://www.cropcirclecenter.com/ccdata/2008/06/26/IT20080626_A.html,5,0.283784,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-27-BILDECHINGEN-BADEN-W-RTTEMBERG,Bildechingen | Baden-Württemberg,2008-06-27,Bildechingen | Baden-Württemberg,https://www.cropcirclecenter.com/ccdata/2008/06/27/DE20080627_A.html,14,0.527778,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-27-MADRID-COMUNIDAD-DI-MADRID,Madrid | Comunidad di Madrid,2008-06-27,Madrid | Comunidad di Madrid,https://www.cropcirclecenter.com/ccdata/2008/06/27/ES20080627_A.html,,0.145695,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-28-JITRAVA-LIBERECKY-KRAJ,Jitrava | Liberecky kraj,2008-06-28,Jitrava | Liberecky kraj,https://www.cropcirclecenter.com/ccdata/2008/06/28/CZ20080628_A.html,,0.111111,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-29-ANCONA-MARCHE,Ancona | Marche,2008-06-29,Ancona | Marche,https://www.cropcirclecenter.com/ccdata/2008/06/29/IT20080629_A.html,,0.177305,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-29-ANSTY-WEST-MIDLANDS,Ansty | West Midlands,2008-06-29,Ansty | West Midlands,https://www.cropcirclecenter.com/ccdata/2008/06/29/UK20080629_A.html,19,0.114035,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-29-J-HNDE-NIEDERSACHSEN,Jühnde | Niedersachsen,2008-06-29,Jühnde | Niedersachsen,https://www.cropcirclecenter.com/ccdata/2008/06/29/DE20080629_A.html,,0.682432,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-29-STANDDAARBUITEN-NOORD-BRABANT,Standdaarbuiten | Noord-Brabant,2008-06-29,Standdaarbuiten | Noord-Brabant,https://www.cropcirclecenter.com/ccdata/2008/06/29/NL20080629_A.html,,0.659574,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
CC-2008-06-30-ALL-CANNINGS-WILTSHIRE,All Cannings | Wiltshire,2008-06-30,All Cannings | Wiltshire,https://www.cropcirclecenter.com/ccdata/2008/06/30/UK20080630_A.html,,0.336207,,,absolute dimensions unavailable; calculate scale-free ratios from imagery,COOKBOOK_EXTRACTED_ALL_IMAGES
