formation_id,name,source_url,rank,score_total,classification,ratio_band,count_family,scale_family,inner_outer_ratio,satellite_count,outer_diameter_m,nearest_rgcs_family,needed_measurement,claim_status
CC-2009-05-10-ROUNDWAY-DEVIZES-WILTSHIRE,Roundway Devizes | Wiltshire,https://www.cropcirclecenter.com/ccdata/2009/05/10/UK20090510_A.html,1,0.575,CROP_RATIO_MATCH,EXACT,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,0.653694,8,,47/72_RING,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2005-07-24-AVEBURY-WILTSHIRE-3,Avebury | Wiltshire,https://www.cropcirclecenter.com/ccdata/2005/07/24/UK20050724_C.html,2,0.53,CROP_RATIO_MATCH,EXACT,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.65432,6,,47/72_RING,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-07-25-LOCATION-WITHHELD-HAMPSHIRE,location withheld | Hampshire,https://www.cropcirclecenter.com/ccdata/2020/07/25/UK20200725_A.html,3,0.48,CROP_PHYSICS_COMPATIBILITY_CANDIDATE,MODERATE,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.669525,12,,47/72_RING,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2026-04-04-ILCHESTER-SOMERSET,"Ilchester, Somerset",https://www.cropcirclecenter.com/ccdata/2026/04/04/UK20260404_A.html,4,0.48,CROP_PHYSICS_COMPATIBILITY_CANDIDATE,MODERATE,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.669525,12,,47/72_RING,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2015-06-19-AVEBURY-WILTSHIRE,Avebury | Wiltshire,https://www.cropcirclecenter.com/ccdata/2015/06/19/UK20150619_A_F.html,5,0.475,CROP_PHYSICS_COMPATIBILITY_CANDIDATE,MODERATE,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,0.644754,4,,47/72_RING,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2007-05-22-WEXCOMBE-WILTSHIRE,Wexcombe | Wiltshire,https://www.cropcirclecenter.com/ccdata/2007/05/22/UK20070522_A.html,6,0.43,CROP_RATIO_MATCH,STRONG,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.658384,,,47/72_RING,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2008-08-08-BISHOPS-CANNINGS-WILTSHIRE,Bishops Cannings | Wiltshire,https://www.cropcirclecenter.com/ccdata/2008/08/08/UK20080808_A.html,7,0.43,CROP_RATIO_MATCH,STRONG,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.650157,,,47/72_RING,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2008-11-09-IPUACU-RIO-GRANDE-DO-SUL,Ipuacu | Rio Grande do Sul,https://www.cropcirclecenter.com/ccdata/2008/11/08/BR20081108_A.html,8,0.43,CROP_RATIO_MATCH,STRONG,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.655918,,,47/72_RING,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2015-07-15-ROLLRIGHT-STONES-OXFORDSHIRE-2,Rollright Stones | Oxfordshire,https://www.cropcirclecenter.com/ccdata/2015/07/15/UK20150715_B.html,9,0.43,CROP_RATIO_MATCH,STRONG,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.657324,,,47/72_RING,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2016-07-13-MONTERONI-ARBIA-TOSCANA,Monteroni 'Arbia | Toscana,https://www.cropcirclecenter.com/ccdata/2016/07/13/IT20160713_A.html,10,0.43,NEEDS_SOURCE_DIMENSION,MODERATE,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.660179,28,,47/72_RING,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2011-07-31-OBERSCHLEI-HEIM-BAYERN,Oberschleißheim | Bayern,https://www.cropcirclecenter.com/ccdata/2011/07/31/DE20110731_A.html,11,0.38,NEEDS_SOURCE_DIMENSION,WEAK,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.631772,15,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2006-06-21-SILBURY-HILL-WILTSHIRE-3,Silbury Hill | Wiltshire,https://www.cropcirclecenter.com/ccdata/2006/06/21/UK20060621_C.html,12,0.37,NEEDS_SOURCE_DIMENSION,MODERATE,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.633993,,,47/72_RING,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2008-07-17-WESTWOODS-WILTSHIRE-2,Westwoods | Wiltshire,https://www.cropcirclecenter.com/ccdata/2008/07/17/UK20080717_B.html,13,0.37,NEEDS_SOURCE_DIMENSION,MODERATE,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.666167,,,47/72_RING,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2009-06-15-MURSKA-SOBOTA-POMURSKA,Murska Sobota | Pomurska,https://www.cropcirclecenter.com/ccdata/2009/06/15/SI20090615_A.html,14,0.37,NEEDS_SOURCE_DIMENSION,MODERATE,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.636603,,,47/72_RING,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2011-01-30-TEGALREJO-JAWA-TENGAH,Tegalrejo | Jawa tengah,https://www.cropcirclecenter.com/ccdata/2011/01/30/ID20110130_A.html,15,0.37,NEEDS_SOURCE_DIMENSION,MODERATE,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.668962,,,47/72_RING,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2014-06-22-SOUTHEND-ON-SEA-DORSET-2,Southend-on-Sea | Dorset,https://www.cropcirclecenter.com/ccdata/2014/06/22/UK20140622_B.html,16,0.37,NEEDS_SOURCE_DIMENSION,MODERATE,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.645013,,,47/72_RING,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2017-07-21-CARDINGTON,Cardington,https://www.cropcirclecenter.com/ccdata/2017/07/21/UK20170721_A.html,17,0.37,NEEDS_SOURCE_DIMENSION,MODERATE,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.662988,,,47/72_RING,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2019-09-28-TORINO,Torino,https://www.cropcirclecenter.com/ccdata/2019/09/28/IT20190928_A.html,18,0.37,NEEDS_SOURCE_DIMENSION,MODERATE,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.643259,,,47/72_RING,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2005-07-09-SILBURY-HILL-WILTSHIRE,Silbury Hill | Wiltshire,https://www.cropcirclecenter.com/ccdata/2005/07/09/UK20050709_A.html,19,0.36,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_NEAR_37_LABELED_NEAR,NEEDS_SOURCE_DIMENSION,0.185337,35,,COUNT_NEAR_37_LABELED_NEAR,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2013-07-07-ALTON-BARNES-WILTSHIRE,Alton Barnes | Wiltshire,https://www.cropcirclecenter.com/ccdata/2013/07/07/UK20130707_A.html,20,0.36,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_NEAR_37_LABELED_NEAR,NEEDS_SOURCE_DIMENSION,0.429751,35,,COUNT_NEAR_37_LABELED_NEAR,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-05-31-SIXPENNY-HANDLEY-DORSET,"Sixpenny Handley, Dorset",https://www.cropcirclecenter.com/ccdata/2020/05/31/UK20200531_A.html,21,0.35,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_NEAR_37_LABELED_NEAR,NEEDS_SOURCE_DIMENSION,0.098562,36,,COUNT_NEAR_37_LABELED_NEAR,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-07-05-VIMY-PAS-DE-CALAIS,Vimy | Pas-de-Calais,https://www.cropcirclecenter.com/ccdata/2020/07/05/FR20200705_A.html,22,0.335,NEEDS_SOURCE_DIMENSION,REJECT,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,0.826832,8,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-07-07-ASHMORE-NORTH-DORSET-2,Ashmore | North Dorset,https://www.cropcirclecenter.com/ccdata/2020/07/07/UK20200707_B.html,23,0.335,NEEDS_SOURCE_DIMENSION,REJECT,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,0.799244,8,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-07-10-EASTERN-ROYAL-WILTS,"Eastern Royal, Wilts",https://temporarytemples.co.uk/project/eastern-royal-wilts-10th-july-2020,24,0.335,NEEDS_SOURCE_DIMENSION,REJECT,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,0.23069,4,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-07-26-AMMERSEE-BAVARIA,Ammersee | Bavaria,https://www.cropcirclecenter.com/ccdata/2020/07/26/DE20200726_A.html,25,0.335,NEEDS_SOURCE_DIMENSION,REJECT,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,0.06514,32,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-08-04-POTTERNE-2-WILTS-2,Potterne (2) | Wiltshire,https://temporarytemples.co.uk/project/potterne-2-wilts-4th-august-2020,26,0.335,NEEDS_SOURCE_DIMENSION,REJECT,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,0.278476,4,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-08-09-UFFINGTON-CASTLE-OXON,"Uffington Castle, Oxon",https://temporarytemples.co.uk/project/uffington-castle-oxon-9th-august-2020,27,0.335,NEEDS_SOURCE_DIMENSION,REJECT,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,0.193474,8,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-08-09-WOOLSTONE-OXFORDSHIRE,Woolstone | Oxfordshire,https://www.cropcirclecenter.com/ccdata/2020/08/09/UK20200809_A.html,28,0.335,NEEDS_SOURCE_DIMENSION,REJECT,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,0.193474,8,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-09-01-STOKE-MANDEVILLE-BUCKINGHAMSHIRE,Stoke Mandeville | Buckinghamshire,https://www.cropcirclecenter.com/ccdata/2020/09/01/UK20200901_A.html,29,0.335,NEEDS_SOURCE_DIMENSION,REJECT,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,0.454254,8,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2021-05-18-BROAD-HINTON-WILTSHIRE,Broad Hinton | Wiltshire,https://www.cropcirclecenter.com/ccdata/2021/05/18/UK20210518_A.html,30,0.335,NEEDS_SOURCE_DIMENSION,REJECT,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,0.821615,8,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2024-07-14-NORMANTON-DOWN-STONEHENGE-WILTS,"Normanton Down (Stonehenge), Wilts",https://temporarytemples.co.uk/project/normanton-down-2024,31,0.335,NEEDS_SOURCE_DIMENSION,REJECT,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,0.891532,4,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2025-11-03-IPUA-U-SANTA-CATARINA,Ipuaçu | Santa Catarina,https://www.cropcirclecenter.com/ccdata/2025/11/03/BR20251103_A.html,32,0.335,NEEDS_SOURCE_DIMENSION,REJECT,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,0.440916,8,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2026-06-25-ETCHILHAMPTON-WILTS,"Etchilhampton, Wilts",https://www.cropcirclecenter.com/ccdata/2026/06/24/UK20260624_A.html,33,0.335,NEEDS_SOURCE_DIMENSION,REJECT,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,0.368077,4,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2010-08-03-PEWSEY-WILTSHIRE-3,Pewsey | Wiltshire,https://www.cropcirclecenter.com/ccdata/2010/08/03/UK20100803_C.html,34,0.32,NEEDS_SOURCE_DIMENSION,WEAK,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.620351,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2011-06-20-UPPER-COBERLY-GLOUCESTERSHIRE,Upper Coberly | Gloucestershire,https://www.cropcirclecenter.com/ccdata/2011/06/20/UK20110620_A.html,35,0.32,NEEDS_SOURCE_DIMENSION,WEAK,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.621995,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2012-05-19-UFFINGTON-WHITE-HORSE-OXFORDSHIRE,Uffington White Horse | Oxfordshire,https://www.cropcirclecenter.com/ccdata/2012/05/19/UK20120519_A.html,36,0.32,NEEDS_SOURCE_DIMENSION,WEAK,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.681204,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2014-06-14-SOUTHEND-ON-SEA-ESSEX-2,Southend-on-Sea | Essex,https://www.cropcirclecenter.com/ccdata/2014/06/14/UK20140614_B.html,37,0.32,NEEDS_SOURCE_DIMENSION,WEAK,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.677055,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-06-21-SIXPENNY-HANDLEY-DORSET-2,Sixpenny Handley | Dorset,https://www.cropcirclecenter.com/ccdata/2020/06/21/UK20200621_B.html,38,0.32,NEEDS_SOURCE_DIMENSION,REJECT,PRIME_FAMILY,NEEDS_SOURCE_DIMENSION,0.711628,13,,PRIME_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-07-29-DRONFIELD-DERBYSHIRE-2,Dronfield | Derbyshire,https://www.cropcirclecenter.com/ccdata/2020/07/29/UK20200729_B.html,39,0.32,NEEDS_SOURCE_DIMENSION,REJECT,PRIME_FAMILY,NEEDS_SOURCE_DIMENSION,0.171225,3,,PRIME_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-08-07-HEYTESBURY-WILTSHIRE,Heytesbury | Wiltshire,https://www.cropcirclecenter.com/ccdata/2020/08/07/UK20200807_A.html,40,0.32,NEEDS_SOURCE_DIMENSION,REJECT,PRIME_FAMILY,NEEDS_SOURCE_DIMENSION,0.753544,17,,PRIME_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-08-07-SCRATCHBURY-HILLFORT-WILTS,"Scratchbury Hillfort, Wilts",https://temporarytemples.co.uk/project/scratchbury-hillfort-wilts-7th-august-2020,41,0.32,NEEDS_SOURCE_DIMENSION,REJECT,PRIME_FAMILY,NEEDS_SOURCE_DIMENSION,0.753544,17,,PRIME_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2021-07-18-WOODCOTE-LANE-HAMPSHIRE,Woodcote Lane | Hampshire,https://www.cropcirclecenter.com/ccdata/2021/07/18/UK20210718_A.html,42,0.32,NEEDS_SOURCE_DIMENSION,REJECT,PRIME_FAMILY,NEEDS_SOURCE_DIMENSION,0.259075,11,,PRIME_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2021-08-18-SANDAL-CASTLE-WEST-YORKSHIRE,Sandal Castle | West Yorkshire,https://www.cropcirclecenter.com/ccdata/2021/08/18/UK20210818_A.html,43,0.32,NEEDS_SOURCE_DIMENSION,REJECT,PRIME_FAMILY,NEEDS_SOURCE_DIMENSION,0.787765,5,,PRIME_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2022-04-19-SIXPENNY-HANDLEY-DORSET,Sixpenny Handley | Dorset,https://www.cropcirclecenter.com/ccdata/2022/04/19/UK20220419_A.html,44,0.32,NEEDS_SOURCE_DIMENSION,REJECT,PRIME_FAMILY,NEEDS_SOURCE_DIMENSION,0.144307,5,,PRIME_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2022-07-28-TAWESMEAD-COPSE-WILTSHIRE,Tawesmead Copse | Wiltshire,https://www.cropcirclecenter.com/ccdata/2022/07/28/UK20220728_A.html,45,0.32,NEEDS_SOURCE_DIMENSION,REJECT,PRIME_FAMILY,NEEDS_SOURCE_DIMENSION,0.271275,3,,PRIME_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2023-07-30-WEST-MEON-HAMPSHIRE-2,West Meon | Hampshire,https://www.cropcirclecenter.com/ccdata/2023/07/30/UK20230730_B.html,46,0.32,NEEDS_SOURCE_DIMENSION,REJECT,PRIME_FAMILY,NEEDS_SOURCE_DIMENSION,0.197852,19,,PRIME_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2023-08-04-WAYLAND-S-SMITHY-WILTS,"Wayland's Smithy, Wilts",https://www.cropcirclecenter.com/ccdata/2023/08/04/UK20230804_A.html,47,0.32,NEEDS_SOURCE_DIMENSION,REJECT,PRIME_FAMILY,NEEDS_SOURCE_DIMENSION,0.317881,3,,PRIME_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2026-07-04-ETCHILHAMPTON-2-2,Etchilhampton (2) | Wiltshire,https://temporarytemples.co.uk/project/etchilhampton-2-2026,48,0.32,NEEDS_SOURCE_DIMENSION,REJECT,PRIME_FAMILY,NEEDS_SOURCE_DIMENSION,0.950631,3,,PRIME_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2006-07-22-CHARTLEY-CASTLE-STAFFORDSHIRE,Chartley Castle | Staffordshire,https://www.cropcirclecenter.com/ccdata/2006/07/22/UK20060722_A.html,49,0.3,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_NEAR_37_LABELED_NEAR,NEEDS_SOURCE_DIMENSION,0.124833,36,,COUNT_NEAR_37_LABELED_NEAR,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2007-06-27-HONSOB-STREDOCESKY-KRAJ,Honsob | Stredocesky kraj,https://www.cropcirclecenter.com/ccdata/2007/06/27/CZ20070627_A.html,50,0.3,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_NEAR_37_LABELED_NEAR,NEEDS_SOURCE_DIMENSION,0.29377,36,,COUNT_NEAR_37_LABELED_NEAR,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2009-08-12-WAYLAND-S-SMITHY-OXFORDSHIRE,Wayland's Smithy | Oxfordshire,https://www.cropcirclecenter.com/ccdata/2009/08/12/UK20090812_A.html,51,0.3,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_NEAR_37_LABELED_NEAR,NEEDS_SOURCE_DIMENSION,0.147726,36,,COUNT_NEAR_37_LABELED_NEAR,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2010-06-25-UFTON-WARWICKSHIRE-2,Ufton | Warwickshire,https://www.cropcirclecenter.com/ccdata/2010/06/25/UK20100625_B.html,52,0.3,NEEDS_SOURCE_DIMENSION,NO_RATIO,COUNT_NEAR_37_LABELED_NEAR,NEEDS_SOURCE_DIMENSION,,35,,COUNT_NEAR_37_LABELED_NEAR,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2016-08-17-NURSTEED-FARM-WILTS,"Nursteed Farm, Wilts",https://www.cropcirclecenter.com/ccdata/2016/08/17/UK20160817_A.html,53,0.3,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_NEAR_37_LABELED_NEAR,NEEDS_SOURCE_DIMENSION,0.150404,38,,COUNT_NEAR_37_LABELED_NEAR,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-06-14-BARBURY-CASTLE-WILTSHIRE,Barbury Castle | Wiltshire,https://www.cropcirclecenter.com/ccdata/2020/06/14/UK20200614_A.html,54,0.29,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.22235,24,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-06-25-OGBOURNE-ST-GEORGE-WILTS,"Ogbourne St. George, Wilts",https://www.cropcirclecenter.com/ccdata/2020/06/25/UK20200625_A.html,55,0.29,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.777202,26,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-07-12-WEST-KNOYLE-WILTSHIRE,West Knoyle | Wiltshire,https://www.cropcirclecenter.com/ccdata/2020/07/12/UK20200712_D.html,56,0.29,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.035698,26,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-07-17-ETCHILHAMPTON-WILTS,"Etchilhampton, Wilts",https://www.cropcirclecenter.com/ccdata/2020/07/17/UK20200717_A.html,57,0.29,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.130431,6,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2021-07-18-OLD-WHITTINGTON-DERBYSHIRE-2,Old Whittington | Derbyshire,https://www.cropcirclecenter.com/ccdata/2021/07/18/UK20210718_B.html,58,0.29,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.146492,9,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2021-08-01-SWARRATON-HANTS,"Swarraton, Hants",https://www.cropcirclecenter.com/ccdata/2021/08/01/UK20210801_A.html,59,0.29,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.102776,15,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2021-UNKNOWN-LOCATION-UNKNOWN-KANSAS,location unknown | Kansas,https://www.cropcirclecenter.com/ccdata/2021/05/00/UK20210500_A.html,60,0.29,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.043491,14,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2022-07-03-MICHELDEVER-HAMPSHIRE,Micheldever | Hampshire,https://www.cropcirclecenter.com/ccdata/2022/07/03/UK20220703_A.html,61,0.29,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.067262,14,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2022-07-12-WINCHESTER-HAMPSHIRE,Winchester | Hampshire,https://www.cropcirclecenter.com/ccdata/2022/07/12/UK20220712_A.html,62,0.29,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.1025,10,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2023-06-17-BRA-PIEMONTE,Bra | Piemonte,https://www.cropcirclecenter.com/ccdata/2023/06/17/IT20230617_A.html,63,0.29,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.173547,10,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2023-06-19-POIRINO-TORINO,Poirino | Torino,https://www.cropcirclecenter.com/ccdata/2023/06/19/IT20230619_A.html,64,0.29,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.346742,6,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2023-07-09-BARTON-STACEY-BELT-HANTS,"Barton Stacey Belt, Hants",https://temporarytemples.co.uk/project/barton-stacey-2023,65,0.29,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.107095,6,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2023-08-13-ROUNDWAY-HILL-WILTS,"Roundway Hill, Wilts",https://www.cropcirclecenter.com/ccdata/2023/08/13/UK20230813_A.html,66,0.29,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.414951,12,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2024-06-09-POIRINO-PIEMONTE,Poirino | Piemonte,https://www.cropcirclecenter.com/ccdata/2024/06/09/IT20240609_A.html,67,0.29,NEEDS_SOURCE_DIMENSION,REJECT,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,0.353565,28,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
