formation_id,name,source_url,rank,score_total,classification,ratio_band,count_family,scale_family,inner_outer_ratio,satellite_count,outer_diameter_m,nearest_rgcs_family,needed_measurement,claim_status
CC-2020-07-26-YARNBURY-CASTLE-WILTS,Yarnbury Castle | Wiltshire,https://temporarytemples.co.uk/project/yarnbury-castle-wilts-26th-july-2020,289,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.231757,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-07-29-ELBA-NEW-YORK,Elba | New York,https://www.cropcirclecenter.com/ccdata/2020/07/29/US20200729_A.html,290,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.934962,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-07-30-HACKPEN-HILL-WILTSHIRE,Hackpen Hill | Wiltshire,https://www.cropcirclecenter.com/ccdata/2020/07/29/UK20200729_A.html,291,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.3418,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2020-10-11-ENTRE-RIOS-SANTA-CATARINA,Entre Rios | Santa Catarina,https://www.cropcirclecenter.com/ccdata/2020/10/11/BR20201011_A.html,292,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.194766,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2021-06-08-CRAWLEY-DOWN-HAMPSHIRE,Crawley Down | Hampshire,https://www.cropcirclecenter.com/ccdata/2021/06/08/UK20210608_A.html,293,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.11323,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2021-06-14-LUDGERSHALL-WILTS,"Ludgershall, Wilts",https://www.cropcirclecenter.com/ccdata/2021/06/14/UK20210614_A.html,294,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.893391,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2021-06-28-TIDCOMBE-DOWN-WILTS,"Tidcombe Down, Wilts",https://www.cropcirclecenter.com/ccdata/2021/06/28/UK20210628_A.html,295,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.948173,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2021-07-04-LONGWOOD-WARREN-HANTS,"Longwood Warren, Hants",https://www.cropcirclecenter.com/ccdata/2021/07/04/UK20210704_A.html,296,0.23,NEEDS_SOURCE_DIMENSION,NO_RATIO,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,,10,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2021-07-07-OKEFORD-HILL-DORSET,Okeford Hill | Dorset,https://www.cropcirclecenter.com/ccdata/2021/07/07/UK20210707_A.html,297,0.23,NEEDS_SOURCE_DIMENSION,NO_RATIO,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,,30,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2021-07-25-GAUTING-BAVARIA,Gauting | Bavaria,https://www.cropcirclecenter.com/ccdata/2021/07/25/DE20210725_A.html,298,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.13981,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2021-08-02-BILLINGLEY-SOUTH-YORKSHIRE,Billingley | South Yorkshire,https://www.cropcirclecenter.com/ccdata/2021/08/02/UK20210802_A.html,299,0.23,NEEDS_SOURCE_DIMENSION,NO_RATIO,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,,10,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2021-08-08-MARTEN-WILTS,"Marten, Wilts",https://www.cropcirclecenter.com/ccdata/2021/08/08/UK20210808_A.html,300,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.584274,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2021-08-23-BLANDFORD-FORUM-DORSET,Blandford Forum | Dorset,https://www.cropcirclecenter.com/ccdata/2021/08/23/UK20210823_A.html,301,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.125972,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2022-04-24-CRAB-WOOD-HANTS,"Crab Wood, Hants",https://www.cropcirclecenter.com/ccdata/2022/04/24/UK20220424_A.html,302,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.299583,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2022-05-22-LITTLE-DOWN-WILTSHIRE,Little Down | Wiltshire,https://www.cropcirclecenter.com/ccdata/2022/05/22/UK20220522_A.html,303,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.228866,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2022-05-31-SAINT-DENIS-EN-BUGEY-AIN,Saint Denis en Bugey | Ain,https://www.cropcirclecenter.com/ccdata/2022/05/31/FR20220531_A.html,304,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.047265,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2022-06-04-HACKPEN-HILL-1-WILTS,"Hackpen Hill (1), Wilts",https://temporarytemples.co.uk/project/hackpen-hill-1-04-06-2022,305,0.23,NEEDS_SOURCE_DIMENSION,NO_RATIO,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,,14,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2022-06-05-YEOVIL-SOMERSET,Yeovil | Somerset,https://www.cropcirclecenter.com/ccdata/2022/06/05/UK20220605_A.html,306,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.439043,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2022-07-09-FROXFIELD-WILTS,"Froxfield, Wilts",https://www.cropcirclecenter.com/ccdata/2022/07/09/UK20220709_A.html,307,0.23,NEEDS_SOURCE_DIMENSION,NO_RATIO,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,,6,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2022-07-24-ETCHILHAMPTON-WILTSHIRE,Etchilhampton | Wiltshire,https://www.cropcirclecenter.com/ccdata/2022/07/24/UK20220724_A.html,308,0.23,NEEDS_SOURCE_DIMENSION,NO_RATIO,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,,6,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2022-10-04-IPUA-U-SANTA-CATARINA,Ipuaçu | Santa Catarina,https://www.cropcirclecenter.com/ccdata/2022/10/04/BR20221004_A.html,309,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.124608,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2023-05-28-BROAD-HINTON-WILTSHIRE,Broad Hinton | Wiltshire,https://www.cropcirclecenter.com/ccdata/2023/05/28/UK20230528_A.html,310,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.10291,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2023-06-07-POTTERNE-HILL-WILTS,"Potterne Hill, Wilts",https://www.cropcirclecenter.com/ccdata/2023/06/07/UK20230707_A.html,311,0.23,NEEDS_SOURCE_DIMENSION,NO_RATIO,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,,18,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2023-06-11-FURZE-KNOLL-WILTSHIRE,Furze Knoll | Wiltshire,https://www.cropcirclecenter.com/ccdata/2023/06/11/UK20230611_A.html,312,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.244313,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2023-06-11-YET-UNKNOWN-AIN,yet unknown | Ain,https://www.cropcirclecenter.com/ccdata/2023/06/11/FR20230611_A.html,313,0.23,NEEDS_SOURCE_DIMENSION,NO_RATIO,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,,9,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2023-07-04-WINCHESTER-HAMPSHIRE,Winchester | Hampshire,https://www.cropcirclecenter.com/ccdata/2023/07/04/UK20230704_A.html,314,0.23,NEEDS_SOURCE_DIMENSION,NO_RATIO,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,,6,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2023-07-09-LANE-END-DOWN-HAMPSHIRE-2,Lane End Down | Hampshire,https://www.cropcirclecenter.com/ccdata/2023/07/09/UK20230709_B.html,315,0.23,NEEDS_SOURCE_DIMENSION,NO_RATIO,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,,42,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2023-07-11-BROAD-HINTON-WILTSHIRE,Broad Hinton | Wiltshire,https://www.cropcirclecenter.com/ccdata/2023/07/11/UK20230711_A.html,316,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.077161,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2023-07-16-RUSHOCK-WORCESTERSHIRE,Rushock | Worcestershire,https://www.cropcirclecenter.com/ccdata/2023/07/16/UK20230716_A.html,317,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.522091,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2023-07-30-BRATTON-WILTSHIRE,Bratton | Wiltshire,https://www.cropcirclecenter.com/ccdata/2023/07/30/UK20230730_A.html,318,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.419656,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2023-08-10-CLEY-HILL-WILTS,"Cley Hill, Wilts",https://www.cropcirclecenter.com/ccdata/2023/08/10/UK20230810_A.html,319,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.177321,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2023-08-15-BARTON-STACEY-HAMPSHIRE,Barton Stacey | Hampshire,https://www.cropcirclecenter.com/ccdata/2023/08/15/UK20230815_A.html,320,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.152086,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2024-02-14-KANSAS-CITY-KANSAS,Kansas City | Kansas,https://www.cropcirclecenter.com/ccdata/2024/02/14/US20240214_A.html,321,0.23,NEEDS_SOURCE_DIMENSION,NO_RATIO,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,,10,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2024-06-07-WOLFISHEIM-BAS-RHIN,Wolfisheim | Bas-Rhin,https://www.cropcirclecenter.com/ccdata/2024/06/07/FR20240607_A.html,322,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.259449,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2024-06-25-NARROMINE-NEW-SOUTH-WALES,Narromine | New South Wales,https://www.cropcirclecenter.com/ccdata/2024/06/25/AU20240625_A.html,323,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.279333,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2024-07-28-STOKE-CHARITY-SUTTON-SCOTNEY-HANTS,"Stoke Charity (Sutton Scotney), Hants",https://temporarytemples.co.uk/project/stoke-charity-2024,324,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.873626,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2024-10-14-IPUA-U-SANTA-CATARINA,Ipuaçu | Santa Catarina,https://www.cropcirclecenter.com/ccdata/2024/10/14/BR20241014_A.html,325,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.195954,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2025-04-11-WIMBORNE-MINSTER-DORSET,Wimborne Minster | Dorset,https://www.cropcirclecenter.com/ccdata/2025/04/11/UK20250411_A.html,326,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.197396,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2025-05-15-SUTTON-VENY-WILTS,"Sutton Veny, Wilts",https://www.cropcirclecenter.com/ccdata/2025/05/15/UK20250515_A.html,327,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.077121,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2025-05-18-CULLIFORD-TREE-BARROW-DORSET,Culliford Tree Barrow | Dorset,https://www.cropcirclecenter.com/ccdata/2025/05/18/UK20250518_A.html,328,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.361936,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2025-06-08-AVEBURY-WILTS,"Avebury, Wilts",https://www.cropcirclecenter.com/ccdata/2025/06/08/UK20250608_A.html,329,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.181284,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2025-06-22-HACKPEN-HILL-WILTS,"Hackpen Hill, Wilts",https://www.cropcirclecenter.com/ccdata/2025/06/22/UK20250622_A.html,330,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.152791,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2025-07-12-LUDWELL-WILTS,"Ludwell, Wilts",https://www.cropcirclecenter.com/ccdata/2025/07/12/UK20250712_A.html,331,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.591286,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2026-05-08-SOUTH-BREWHAM-SOMERSET,South Brewham | Somerset,https://www.cropcirclecenter.com/ccdata/2026/05/08/UK20260508_A.html,332,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.349809,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2026-05-22-MERE-WILTSHIRE,Mere | Wiltshire,https://www.cropcirclecenter.com/ccdata/2026/05/22/UK20260522_A.html,333,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.5167,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2026-05-30-DITCHEAT-SOMERSET,"Ditcheat, Somerset",https://temporarytemples.co.uk/project/ditcheat-2026,334,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.38771,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2026-06-15-GREAT-WISHFORD-WILTS,"Great Wishford, Wilts",https://temporarytemples.co.uk/project/great-wishford-2026,335,0.23,NEEDS_SOURCE_DIMENSION,NO_RATIO,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,,10,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2026-06-15-WILTON-WILTSHIRE,Wilton | Wiltshire,https://www.cropcirclecenter.com/ccdata/2026/06/15/UK20260615_A.html,336,0.23,NEEDS_SOURCE_DIMENSION,NO_RATIO,COUNT_PRESENT_OTHER_FAMILY,NEEDS_SOURCE_DIMENSION,,10,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2026-06-29-HACKPEN-HILL-WILTSHIRE,Hackpen Hill | Wiltshire,https://www.cropcirclecenter.com/ccdata/2026/06/29/UK20260629_A.html,337,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.111197,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2026-07-03-BISHOPSTONE-OXFORDSHIRE,Bishopstone | Oxfordshire,https://www.cropcirclecenter.com/ccdata/2026/07/03/UK20260703_A.html,338,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.204524,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2026-07-05-ZEAL-S-KNOLL-MERE-WILTS,"Zeal's Knoll, Mere, Wilts",https://www.cropcirclecenter.com/ccdata/2026/07/05/UK20260705_A.html,339,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.037695,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2026-07-12-MILK-HILL-WILTS,"Milk Hill, Wilts",https://www.cropcirclecenter.com/ccdata/2026/07/12/UK20260712_A.html,340,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.958844,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2026-07-16-WAYLAND-S-SMITHY-OXON,"Wayland's Smithy, Oxon",https://www.cropcirclecenter.com/ccdata/2026/07/16/UK20260716_A.html,341,0.23,NEEDS_SOURCE_DIMENSION,REJECT,NO_COUNT,NEEDS_SOURCE_DIMENSION,0.037342,,,NEEDS_SOURCE_DIMENSION,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-1978-07-01-HEADBOURNE-WORTHY-HAMPSHIRE,Headbourne Worthy | Hampshire,https://www.cropcirclecenter.com/ccdata/1978/07/01/UK19780701_A.html,342,0.225,NEEDS_SOURCE_DIMENSION,NO_RATIO,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,,4,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-1990-06-02-STONE-PITT-HILL-BLACKLAND-WILTSHIRE-2,"Stone Pitt Hill, Blackland, Wiltshire",https://www.cropcirclearchives.co.uk/archives/1990/Blackland90.html,343,0.225,NEEDS_SOURCE_DIMENSION,NO_RATIO,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,,4,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2005-07-03-AMERSHAM-BUCKINGHAMSHIRE-2,Amersham | Buckinghamshire,https://www.cropcirclecenter.com/ccdata/2005/07/03/UK20050703_B.html,344,0.225,NEEDS_SOURCE_DIMENSION,NO_RATIO,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,,4,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2005-07-17-SOMPTING-WEST-SUSSEX,Sompting | West Sussex,https://www.cropcirclecenter.com/ccdata/2005/07/17/UK20050717_D.html,345,0.225,NEEDS_SOURCE_DIMENSION,NO_RATIO,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,,4,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2005-08-12-BLUEBELL-HILL-KENT,Bluebell Hill | Kent,https://www.cropcirclecenter.com/ccdata/2005/08/12/UK20050812_A.html,346,0.225,NEEDS_SOURCE_DIMENSION,NO_RATIO,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,,4,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2005-08-21-ALTON-PRIORS-WILTSHIRE,Alton Priors | Wiltshire,https://www.cropcirclecenter.com/ccdata/2005/08/21/UK20050821_A.html,347,0.225,NEEDS_SOURCE_DIMENSION,NO_RATIO,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,,4,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2006-06-10-SANDYVILLE-WEST-VIRGINIA-2,Sandyville | West Virginia,https://www.cropcirclecenter.com/ccdata/2006/06/10/US20060610_B.html,348,0.225,NEEDS_SOURCE_DIMENSION,NO_RATIO,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,,4,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2006-06-19-CALCINAIA-TOSCANA,Calcinaia | Toscana,https://www.cropcirclecenter.com/ccdata/2006/06/19/IT20060619_A.html,349,0.225,NEEDS_SOURCE_DIMENSION,NO_RATIO,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,,8,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2006-06-22-BLUEBELL-HILL-KENT,Bluebell Hill | Kent,https://www.cropcirclecenter.com/ccdata/2006/06/22/UK20060622_A.html,350,0.225,NEEDS_SOURCE_DIMENSION,NO_RATIO,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,,8,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2006-06-29-PRALORMO-PIEMONTE,Pralormo | Piemonte,https://www.cropcirclecenter.com/ccdata/2006/06/28/IT20060628_A.html,351,0.225,NEEDS_SOURCE_DIMENSION,NO_RATIO,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,,8,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2006-07-11-WALLISELLEN-Z-RICH,Wallisellen | Zürich,https://www.cropcirclecenter.com/ccdata/2006/07/11/CH20060711_A.html,352,0.225,NEEDS_SOURCE_DIMENSION,NO_RATIO,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,,4,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2006-07-15-SIEDLICE-MAZOWIECKIE,Siedlice | Mazowieckie,https://www.cropcirclecenter.com/ccdata/2006/07/15/PL20060715_A.html,353,0.225,NEEDS_SOURCE_DIMENSION,NO_RATIO,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,,8,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2006-07-17-ICKLETON-CAMBRIDGESHIRE,Ickleton | Cambridgeshire,https://www.cropcirclecenter.com/ccdata/2006/07/17/UK20060717_A.html,354,0.225,NEEDS_SOURCE_DIMENSION,NO_RATIO,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,,8,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2006-07-30-ILLINOIS-BELLEVILLE,Illinois | Belleville,https://www.cropcirclecenter.com/ccdata/2006/07/30/US20060730_A.html,355,0.225,NEEDS_SOURCE_DIMENSION,NO_RATIO,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,,8,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
CC-2006-10-20-HOEVEN-NOORD-BRABANT,Hoeven | Noord-Brabant,https://www.cropcirclecenter.com/ccdata/2006/10/20/NL20061020_A.html,356,0.225,NEEDS_SOURCE_DIMENSION,NO_RATIO,DYADIC_FAMILY,NEEDS_SOURCE_DIMENSION,,4,,DYADIC_FAMILY,absolute diameter by drone photogrammetry or diagram scale,MODEL_COMPARISON_ONLY
