run_id,outer_diameter_mm,period_mm,groove_depth_mm,h_over_d,sspp_status,mask,carrier_hz,changed_variable,claim_status
RUN_V6_SEED_00076,288,24.453477952266496,24,0.9814554824000213,WELL_FORMED_CANDIDATE,RUN_35_OF_37,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00077,288,24.453477952266496,24,0.9814554824000213,WELL_FORMED_CANDIDATE,RUN_35_OF_37,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00078,288,24.453477952266496,24,0.9814554824000213,WELL_FORMED_CANDIDATE,RUN_35_OF_37,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00079,288,24.453477952266496,24,0.9814554824000213,WELL_FORMED_CANDIDATE,STEER_33_ACTIVE,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00080,288,24.453477952266496,24,0.9814554824000213,WELL_FORMED_CANDIDATE,STEER_33_ACTIVE,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00081,288,24.453477952266496,24,0.9814554824000213,WELL_FORMED_CANDIDATE,STEER_33_ACTIVE,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00082,288,24.453477952266496,48,1.9629109648000427,WELL_FORMED_CANDIDATE,ALL_37,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00083,288,24.453477952266496,48,1.9629109648000427,WELL_FORMED_CANDIDATE,ALL_37,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00084,288,24.453477952266496,48,1.9629109648000427,WELL_FORMED_CANDIDATE,ALL_37,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00085,288,24.453477952266496,48,1.9629109648000427,WELL_FORMED_CANDIDATE,RUN_35_OF_37,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00086,288,24.453477952266496,48,1.9629109648000427,WELL_FORMED_CANDIDATE,RUN_35_OF_37,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00087,288,24.453477952266496,48,1.9629109648000427,WELL_FORMED_CANDIDATE,RUN_35_OF_37,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00088,288,24.453477952266496,48,1.9629109648000427,WELL_FORMED_CANDIDATE,STEER_33_ACTIVE,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00089,288,24.453477952266496,48,1.9629109648000427,WELL_FORMED_CANDIDATE,STEER_33_ACTIVE,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00090,288,24.453477952266496,48,1.9629109648000427,WELL_FORMED_CANDIDATE,STEER_33_ACTIVE,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00091,377,32.010281902793295,8,0.2499196984360797,WEAK_OR_UNFORMED_CANDIDATE,ALL_37,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00092,377,32.010281902793295,8,0.2499196984360797,WEAK_OR_UNFORMED_CANDIDATE,ALL_37,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00093,377,32.010281902793295,8,0.2499196984360797,WEAK_OR_UNFORMED_CANDIDATE,ALL_37,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00094,377,32.010281902793295,8,0.2499196984360797,WEAK_OR_UNFORMED_CANDIDATE,RUN_35_OF_37,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00095,377,32.010281902793295,8,0.2499196984360797,WEAK_OR_UNFORMED_CANDIDATE,RUN_35_OF_37,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00096,377,32.010281902793295,8,0.2499196984360797,WEAK_OR_UNFORMED_CANDIDATE,RUN_35_OF_37,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00097,377,32.010281902793295,8,0.2499196984360797,WEAK_OR_UNFORMED_CANDIDATE,STEER_33_ACTIVE,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00098,377,32.010281902793295,8,0.2499196984360797,WEAK_OR_UNFORMED_CANDIDATE,STEER_33_ACTIVE,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00099,377,32.010281902793295,8,0.2499196984360797,WEAK_OR_UNFORMED_CANDIDATE,STEER_33_ACTIVE,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00100,377,32.010281902793295,12,0.37487954765411957,WEAK_OR_UNFORMED_CANDIDATE,ALL_37,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00101,377,32.010281902793295,12,0.37487954765411957,WEAK_OR_UNFORMED_CANDIDATE,ALL_37,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00102,377,32.010281902793295,12,0.37487954765411957,WEAK_OR_UNFORMED_CANDIDATE,ALL_37,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00103,377,32.010281902793295,12,0.37487954765411957,WEAK_OR_UNFORMED_CANDIDATE,RUN_35_OF_37,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00104,377,32.010281902793295,12,0.37487954765411957,WEAK_OR_UNFORMED_CANDIDATE,RUN_35_OF_37,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00105,377,32.010281902793295,12,0.37487954765411957,WEAK_OR_UNFORMED_CANDIDATE,RUN_35_OF_37,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00106,377,32.010281902793295,12,0.37487954765411957,WEAK_OR_UNFORMED_CANDIDATE,STEER_33_ACTIVE,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00107,377,32.010281902793295,12,0.37487954765411957,WEAK_OR_UNFORMED_CANDIDATE,STEER_33_ACTIVE,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00108,377,32.010281902793295,12,0.37487954765411957,WEAK_OR_UNFORMED_CANDIDATE,STEER_33_ACTIVE,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00109,377,32.010281902793295,14,0.4373594722631395,WEAK_OR_UNFORMED_CANDIDATE,ALL_37,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00110,377,32.010281902793295,14,0.4373594722631395,WEAK_OR_UNFORMED_CANDIDATE,ALL_37,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00111,377,32.010281902793295,14,0.4373594722631395,WEAK_OR_UNFORMED_CANDIDATE,ALL_37,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00112,377,32.010281902793295,14,0.4373594722631395,WEAK_OR_UNFORMED_CANDIDATE,RUN_35_OF_37,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00113,377,32.010281902793295,14,0.4373594722631395,WEAK_OR_UNFORMED_CANDIDATE,RUN_35_OF_37,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00114,377,32.010281902793295,14,0.4373594722631395,WEAK_OR_UNFORMED_CANDIDATE,RUN_35_OF_37,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00115,377,32.010281902793295,14,0.4373594722631395,WEAK_OR_UNFORMED_CANDIDATE,STEER_33_ACTIVE,4096,seed_grid,SIMULATION_ESTIMATE
